age,male,r_white,r_black,r_hispanic,r_asian,r_native,househd_size,have_child,have_elder,income_above_4k,college_edu,owner,pets,ht_single_fam,ht_mobile,ht_condo,hm_wood,hm_brick_cement,coast_dist,elevation,issued_mandatory,issued_voluntary,heard_order,od_voluntary,od_mandatory,know_evac_zone,ez_in_zone,ez_not_in_zone,src_local_radio,src_local_tv,src_cable_cnn,src_cable_weather_channel,src_cable_other,src_internet,importance_nhc,importance_local_media,trust_local_media,seek_local_weather_office,see_track_map,concern_wind,concern_fld_surge,concern_fld_rainfall,concern_tornado,sf_cat4_water,sf_cat4_wind_water,sf_cat3_water,sf_cat3_wind_water,sf_cat2_water,sf_cat2_wind_water,evac
48.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,4.45062081719,87.0,0,0,1.0,1,0,1,1,0,0,3,0,1,1,2,2.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
52.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,5.03456790986,86.1,0,0,0.0,0,0,1,0,1,2,2,1,3,1,1,2.0,1.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
47.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,6.50261539888,169.4,0,0,0.0,0,0,1,1,0,1,1,3,3,2,3,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
75.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,5.57938804405,65.6,0,0,0.0,0,0,1,1,0,3,2,1,1,2,0,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0
49.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,0.821239687314,63.5,0,0,1.0,1,0,1,1,0,0,1,2,3,1,2,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1
38.0,0,1,0,0,0,0,5.0,1.0,0.0,1.0,1,1,0,1,0,0,0,1,4.01276419239,91.3,0,0,1.0,0,1,1,1,0,3,3,0,3,3,3,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1
50.0,1,1,0,0,0,0,9.0,1.0,0.0,0.0,1,1,0,1,0,0,1,0,3.3267096343,20.5,0,0,1.0,1,0,1,0,1,3,3,1,3,3,1,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1
62.0,0,1,0,0,0,0,4.0,0.0,0.0,1.0,0,1,1,0,1,0,0,0,17.9799284908,260.5,0,0,0.0,0,0,1,1,0,0,3,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1
62.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,14.7089938853,151.3,0,0,0.0,0,0,1,0,1,1,3,1,2,3,0,1.0,2.0,1.0,1.0,1.0,0.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
76.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,0.821239687314,63.5,0,0,1.0,0,1,1,1,0,0,3,0,1,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
78.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,1.06021991934,6.6,1,0,0.0,0,0,0,0,0,1,3,0,3,3,0,2.0,2.0,1.0,1.0,1.0,0.0,0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0
50.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,8.47499001986,20.6,0,0,0.0,0,0,1,1,0,1,3,0,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
78.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,1.38892133377,11.9,1,0,0.0,0,0,0,0,0,0,2,1,2,2,0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1
35.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,1,0,4.45062081719,87.0,0,0,1.0,0,1,1,1,0,0,2,0,1,0,3,1.0,1.0,1.0,1.0,1.0,2.0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
43.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,1.06021991934,6.6,1,0,1.0,0,1,1,1,0,3,1,0,0,0,0,0.0,2.0,1.0,1.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1
61.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,1,0,3.65714119175,153.4,0,0,1.0,1,0,1,1,0,2,3,0,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
52.0,1,1,0,0,0,0,4.0,0.0,0.0,1.0,0,1,1,0,0,1,0,0,1.26645295261,20.7,0,0,1.0,0,1,0,0,0,3,2,0,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
76.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,5.57938804405,65.6,0,0,0.0,0,0,0,0,0,3,0,0,3,3,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
33.0,1,1,0,0,0,0,3.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,17.9799284908,260.5,0,0,1.0,1,0,1,0,1,3,3,1,3,3,1,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
21.0,0,1,0,0,0,0,8.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,4.33897895503,44.6,0,0,1.0,0,1,0,0,0,3,2,0,3,3,3,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40.0,0,0,1,0,0,0,2.0,1.0,0.0,0.0,1,1,1,0,0,0,0,0,8.1871643533,123.8,0,0,0.0,0,0,1,0,1,3,3,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
56.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,0,1,0,0,0,5.57938804405,65.6,0,0,1.0,1,0,1,1,0,1,3,0,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1
40.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,4.64277135982,9.0,0,0,1.0,1,0,1,1,0,1,0,0,3,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
58.0,1,0,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,3.65714119175,153.4,0,0,1.0,1,0,0,0,0,2,3,0,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1
43.0,0,1,0,0,0,0,4.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,12.2049077107,188.3,0,0,0.0,0,0,0,0,0,3,3,2,2,2,0,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1
73.0,1,0,1,0,0,0,3.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,0.659557308364,8.8,0,0,1.0,1,0,1,0,1,3,3,3,3,1,0,2.0,2.0,1.0,0.0,1.0,2.0,1,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0
74.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,4.01276419239,91.3,0,0,1.0,0,1,1,1,0,3,2,0,2,2,0,1.0,1.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1
52.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,4.64277135982,9.0,0,0,0.0,0,0,1,0,1,2,2,1,3,2,3,2.0,2.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
70.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,5.57938804405,65.6,0,0,0.0,0,0,1,1,0,3,3,0,0,0,3,2.0,2.0,1.0,1.0,1.0,2.0,1,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1
63.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,4.64277135982,9.0,0,0,0.0,0,0,1,1,0,3,3,3,3,3,3,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1
