age,gender,r_white,r_black,r_hispanic,r_asian,r_native,househd_size,have_child,have_elder,income,edu,owner,pets,ht_single_fam,ht_mobile,ht_condo,hm_wood,hm_brick_cement,coast_dist,elevation,heard_order,od_voluntary,od_mandatory,know_evac_zone,ez_in_zone,ez_not_in_zone,src_local_radio,src_local_tv,src_cable_cnn,src_cable_weather_channel,src_cable_other,src_internet,importance_nhc,importance_local_media,trust_local_media,seek_local_weather_office,see_track_map,concern_wind,concern_fld_surge,concern_fld_rainfall,concern_tornado,sf_cat4_water,sf_cat4_wind_water,sf_cat3_water,sf_cat3_wind_water,sf_cat2_water,sf_cat2_wind_water,county,evac
59.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,1.06021991934,6.6,1.0,0,1,1,1,0,3,3,0,3,0,3,2.0,2.0,1.0,1.0,1.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0
52.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,0,1,0,0,1,0,3.00920743897,21.0,1.0,1,0,1,1,0,3,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1
55.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,1,0,6.02854652214,0.9,1.0,1,0,1,1,0,0,3,0,1,0,0,2.0,2.0,1.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1
57.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,1,0,15.2260017144,1.3,1.0,1,0,1,1,0,0,3,0,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1
49.0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,1.74768869467,1.5,0.0,0,0,1,1,0,2,3,0,1,3,0,2.0,2.0,1.0,0.0,1.0,1.0,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,20,1
24.0,1,0,1,0,0,0,4.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,10.7796610014,6.9,1.0,0,1,1,1,0,1,1,0,3,1,1,2.0,2.0,1.0,1.0,0.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1
63.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,8.58020781032,129.5,1.0,1,0,1,1,0,3,3,1,1,0,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,9,1
18.0,1,0,0,0,0,0,4.0,1.0,0.0,1.0,0,1,0,1,0,0,1,0,7.36217817152,4.9,1.0,1,0,1,1,0,3,3,3,3,3,2,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1
31.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,9.30617167755,3.8,0.0,0,0,1,1,0,2,3,0,1,0,3,2.0,1.0,1.0,0.0,1.0,2.0,2,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,19,1
54.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,2.9705226778,14.5,1.0,1,0,1,1,0,0,3,1,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,1,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,13,1
48.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,4.45062081719,87.0,1.0,1,0,1,1,0,0,3,0,1,1,2,2.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9,0
49.0,0,0,1,0,0,0,5.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,2.09022190259,3.6,1.0,0,1,0,0,0,0,3,0,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,20,1
52.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,5.03456790986,86.1,0.0,0,0,1,0,1,2,2,1,3,1,1,2.0,1.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,0
68.0,0,1,0,0,0,0,4.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,8.72362351965,72.9,0.0,0,0,1,0,1,0,3,0,0,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,12,1
63.0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,1.79373645765,41.7,0.0,0,0,0,0,0,2,3,2,3,0,3,2.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,0
63.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,4.13195767574,46.7,0.0,0,0,1,1,0,3,3,0,2,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12,1
66.0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,6.36782842395,2.3,1.0,0,1,0,0,0,3,3,3,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,18,1
59.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,14.6773700831,0.0,0.0,0,0,1,1,0,1,1,2,1,1,3,2.0,1.0,0.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,16,1
62.0,0,1,0,0,0,0,3.0,0.0,1.0,1.0,0,1,0,1,0,0,0,1,14.6773700831,0.0,1.0,0,1,1,1,0,0,3,3,3,3,0,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,16,1
52.0,1,1,0,0,0,0,2.0,0.0,1.0,0.0,0,1,1,1,0,0,1,0,2.71279763697,20.2,1.0,0,1,1,1,0,3,2,3,3,0,0,2.0,1.0,0.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1
51.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,0,1,0,0,1,0,0,6.02854652214,0.9,1.0,1,0,1,0,1,0,3,0,3,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17,0
30.0,1,1,0,0,0,0,4.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,4.4577712924,2.2,1.0,1,0,1,0,1,3,1,0,0,0,0,2.0,1.0,1.0,0.0,1.0,2.0,0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,13,1
70.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,3.00920743897,21.0,0.0,0,0,0,0,0,0,3,3,3,3,0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,0
47.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,6.50261539888,169.4,0.0,0,0,1,1,0,1,1,3,3,2,3,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1
75.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,5.57938804405,65.6,0.0,0,0,1,1,0,3,2,1,1,2,0,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,9,0
63.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.79373645765,41.7,1.0,1,0,1,1,0,3,3,0,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,1,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,11,1
49.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,0.821239687314,63.5,1.0,1,0,1,1,0,0,1,2,3,1,2,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,9,1
76.0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,14.6773700831,0.0,1.0,1,0,1,1,0,1,2,0,1,2,0,2.0,2.0,1.0,0.0,1.0,2.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,16,1
36.0,1,1,0,0,0,0,4.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,1.79373645765,41.7,1.0,0,1,1,1,0,1,1,1,1,1,3,2.0,0.0,1.0,1.0,1.0,2.0,1,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,11,1
38.0,0,1,0,0,0,0,5.0,1.0,0.0,1.0,1,1,0,1,0,0,0,1,4.01276419239,91.3,1.0,0,1,1,1,0,3,3,0,3,3,3,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,9,1
50.0,1,1,0,0,0,0,9.0,1.0,0.0,0.0,1,1,0,1,0,0,1,0,3.3267096343,20.5,1.0,1,0,1,0,1,3,3,1,3,3,1,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,10,1
64.0,1,0,1,0,0,0,2.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,9.30617167755,3.8,0.0,0,0,0,0,0,3,3,3,3,3,0,1.0,1.0,1.0,0.0,1.0,2.0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,19,0
62.0,0,1,0,0,0,0,4.0,0.0,0.0,1.0,0,1,1,0,1,0,0,0,17.9799284908,260.5,0.0,0,0,1,1,0,0,3,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,9,1
55.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,12.844711351,90.4,0.0,0,0,0,0,0,0,1,3,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,13,0
64.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,5.08061049195,20.3,1.0,0,1,0,0,0,2,3,1,2,2,1,1.0,2.0,1.0,0.0,1.0,2.0,1,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,20,1
44.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,1.90705057892,0.0,1.0,0,1,1,1,0,1,2,2,3,0,1,2.0,2.0,1.0,0.0,1.0,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1
44.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,5.59795263816,3.2,1.0,1,0,1,1,0,0,3,0,3,1,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,15,0
68.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,0.912623878528,0.2,0.0,0,0,1,1,0,2,3,2,2,2,3,2.0,1.0,1.0,1.0,1.0,1.0,0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,19,0
57.0,1,1,0,0,0,0,5.0,0.0,1.0,0.0,0,1,1,1,0,0,1,0,7.36217817152,4.9,1.0,1,0,1,1,0,2,3,0,2,3,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,17,0
62.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,14.7089938853,151.3,0.0,0,0,1,0,1,1,3,1,2,3,0,1.0,2.0,1.0,1.0,1.0,0.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10,0
76.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,0.821239687314,63.5,1.0,0,1,1,1,0,0,3,0,1,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9,1
55.0,1,0,1,0,0,0,3.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,9.30617167755,3.8,1.0,1,0,0,0,0,3,3,3,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0
45.0,1,0,0,0,0,0,5.0,1.0,0.0,1.0,1,1,1,1,0,0,0,0,1.74768869467,1.5,1.0,0,1,1,1,0,3,0,0,3,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20,0
58.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,1.83978271224,9.9,1.0,0,0,1,0,1,3,3,0,2,0,0,2.0,1.0,1.0,0.0,1.0,2.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,12,0
45.0,0,0,1,0,0,0,7.0,1.0,0.0,0.0,0,0,1,1,0,0,0,1,5.96156828097,2.8,0.0,0,0,0,0,0,3,2,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1
58.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,2.09022190259,3.6,1.0,1,0,1,0,1,0,3,0,0,2,0,2.0,2.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,20,0
78.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,7.36217817152,4.9,1.0,1,0,1,1,0,1,3,0,3,3,2,2.0,2.0,1.0,0.0,1.0,1.0,2,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,17,1
32.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,1.14537450597,16.8,0.0,0,0,1,1,0,1,3,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,20,1
78.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,1.06021991934,6.6,0.0,0,0,0,0,0,1,3,0,3,3,0,2.0,2.0,1.0,1.0,1.0,0.0,0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,9,0
50.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,8.47499001986,20.6,0.0,0,0,1,1,0,1,3,0,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,10,0
37.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,11.6915611959,0.0,1.0,1,0,0,0,0,2,3,1,3,2,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15,1
78.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,1.38892133377,11.9,0.0,0,0,0,0,0,0,2,1,2,2,0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9,1
31.0,0,1,0,0,0,0,15.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,2.71279763697,20.2,0.0,0,0,1,0,1,0,3,0,0,0,0,2.0,2.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12,0
73.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,5.96156828097,2.8,0.0,0,0,1,0,1,3,3,2,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,17,1
47.0,1,1,0,0,0,0,4.0,1.0,1.0,1.0,1,1,1,1,0,0,1,0,3.3529568719,85.6,1.0,0,1,1,1,0,1,3,0,2,3,2,2.0,2.0,1.0,0.0,1.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1
54.0,0,1,0,0,0,0,3.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,7.36217817152,4.9,1.0,1,0,1,0,1,1,3,0,2,0,0,1.0,1.0,1.0,0.0,1.0,1.0,2,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,17,1
74.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,3.16945733451,17.4,0.0,0,0,0,0,0,0,3,3,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11,0
36.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,0,1,1,0,1,0,0,0,1.23806778218,0.0,1.0,0,1,1,1,0,3,3,0,3,0,0,0.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,16,1
62.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0.912623878528,0.2,1.0,1,0,1,0,1,0,3,3,3,1,2,2.0,2.0,1.0,0.0,1.0,0.0,1,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,19,0
62.0,0,1,0,0,0,0,3.0,0.0,1.0,1.0,1,1,1,1,0,0,1,0,4.19268340617,3.1,1.0,0,1,1,1,0,2,3,0,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,16,1
51.0,0,1,0,0,0,0,3.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,12.6958627488,1.3,0.0,0,0,1,1,0,3,2,0,3,3,0,2.0,2.0,1.0,1.0,1.0,1.0,2,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,18,0
35.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,1,0,4.45062081719,87.0,1.0,0,1,1,1,0,0,2,0,1,0,3,1.0,1.0,1.0,1.0,1.0,2.0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,9,1
55.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,3.03412296034,14.6,0.0,0,0,1,0,1,1,3,3,3,3,1,2.0,0.0,1.0,0.0,1.0,2.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,20,0
71.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,6.90006830956,2.0,1.0,0,1,1,1,0,1,3,1,3,0,0,2.0,1.0,1.0,0.0,1.0,2.0,0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,18,1
72.0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,15.2260017144,1.3,1.0,1,0,1,1,0,1,3,3,3,3,1,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1
55.0,1,0,0,1,0,0,5.0,1.0,0.0,1.0,1,1,0,1,0,0,0,0,0.912623878528,0.2,0.0,0,0,1,1,0,2,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,19,0
50.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,0,1,1,0,0,1,0,1.03787706021,5.7,1.0,1,0,1,1,0,0,3,3,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,12,1
23.0,1,1,0,0,0,0,4.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,1.90705057892,0.0,1.0,1,0,1,1,0,2,3,2,3,2,3,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14,0
56.0,1,1,0,0,0,0,5.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,5.57286077742,2.9,1.0,1,0,1,0,1,1,3,0,2,0,3,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,14,0
57.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,1,0,3.74721457445,13.1,1.0,0,1,1,1,0,2,3,1,3,2,0,2.0,2.0,1.0,1.0,1.0,2.0,2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,11,1
57.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,1,0,3.74721457445,13.1,0.0,0,0,0,0,0,0,2,0,2,0,2,2.0,2.0,1.0,1.0,1.0,2.0,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11,0
34.0,0,1,0,0,0,0,4.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,13.1293674202,4.2,1.0,0,1,1,1,0,3,3,0,1,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15,1
70.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,12.6958627488,1.3,1.0,0,1,0,0,0,0,3,0,1,3,0,2.0,1.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,18,1
62.0,0,1,0,0,0,0,6.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,3.3529568719,85.6,0.0,0,0,1,0,1,3,3,1,2,0,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12,0
61.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,4.19268340617,3.1,1.0,0,1,1,1,0,0,2,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16,1
43.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,1.06021991934,6.6,1.0,0,1,1,1,0,3,1,0,0,0,0,0.0,2.0,1.0,1.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,9,1
42.0,0,0,0,0,0,0,3.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,18.0436763177,0.0,1.0,0,0,1,1,0,0,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18,0
61.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,1,0,3.65714119175,153.4,1.0,1,0,1,1,0,2,3,0,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9,1
50.0,1,0,0,0,0,1,4.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,2.41064832357,0.0,1.0,1,0,0,0,0,2,3,1,2,2,3,2.0,1.0,1.0,0.0,1.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1
59.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,1.81600143607,23.5,1.0,1,0,1,1,0,1,3,0,1,0,0,1.0,1.0,1.0,0.0,1.0,2.0,2,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,12,1
40.0,0,1,0,0,0,0,5.0,1.0,0.0,1.0,1,1,1,1,0,0,1,0,2.71279763697,20.2,1.0,0,1,1,1,0,1,3,0,3,3,0,2.0,2.0,1.0,1.0,1.0,0.0,2,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12,1
56.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,3.03412296034,14.6,1.0,1,0,1,1,0,3,0,0,0,0,0,0.0,2.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,20,0
57.0,1,1,0,0,0,0,3.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,3.00920743897,21.0,1.0,1,0,1,1,0,3,3,3,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1
55.0,0,0,1,0,0,0,3.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,1.23806778218,0.0,1.0,0,1,1,1,0,0,3,0,1,1,0,2.0,2.0,1.0,1.0,1.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1
46.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,3.90288486353,4.9,0.0,0,0,1,0,1,1,1,1,3,1,3,2.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13,0
44.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,4.46811468756,11.7,1.0,1,0,1,1,0,3,0,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1
20.0,0,0,0,1,0,0,2.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,1.80869149098,0.0,0.0,0,0,0,0,0,3,3,2,3,2,2,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15,0
71.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0.635460586647,25.4,1.0,0,0,1,1,0,3,3,0,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,12,1
77.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,1.33727045426,14.1,1.0,0,1,1,1,0,1,3,3,3,2,0,2.0,2.0,1.0,1.0,1.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1
52.0,1,1,0,0,0,0,4.0,0.0,0.0,1.0,0,1,1,0,0,1,0,0,1.26645295261,20.7,1.0,0,1,0,0,0,3,2,0,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,0
53.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,0,0,1,1,0,0,0,0,14.1659611662,99.2,1.0,1,0,0,0,0,3,3,0,3,3,3,2.0,2.0,1.0,1.0,1.0,2.0,0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,12,0
71.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,0,0,2.39959255124,9.1,0.0,0,0,1,0,1,2,3,3,1,3,0,1.0,2.0,1.0,0.0,1.0,2.0,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0
23.0,0,1,0,0,0,0,3.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,4.43968787527,7.6,1.0,0,1,1,1,0,2,3,1,3,3,3,1.0,2.0,1.0,0.0,1.0,0.0,2,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11,1
