Age,Gender,r_black,r_native,r_other,m_single,m_other,HouseholdSize,NumChd,e_someclg,e_clg,Income,Owner,h_mobile,h_other,CloseCoast,CloseWater,OfficialHurricWatch,OfficialEvac,SrcLocalAuth,SrcLocalMedia,SrcNationalMedia,SrcInternet,SrcPeers,SeeStormCond,SeeShopClose,SeePeerEvac,PrevStormExp,PrevFalseAlarm,ProtectFromLooter,ProtectFromStorm,LostIncome,EvacExpense,Traffic,EvacTime
4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,16.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,5.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,4.0,31.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,5.0,19.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,31.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0
5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,9.0
3.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,17.0
3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,30.0
3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,3.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,33.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,29.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,4.0,1.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,33.0
6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,31.0
4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,5.0,25.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,5.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,37.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,33.0
3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,20.0
6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,1.0,1.0,5.0,34.0
6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,14.0
3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,3.0,2.0,56.0
3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,31.0
4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,33.0
6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0
5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,1.0,5.0,5.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,3.0,2.0,4.0,1.0,1.0,5.0,21.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,55.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,5.0,1.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,5.0,12.0
2.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,12.0
3.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,8.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,9.0
5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0
2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,1.0,5.0,5.0,4.0,2.0,3.0,2.0,4.0,5.0,30.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,32.0
4.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,36.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,5.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,16.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,3.0,5.0,4.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,2.0,37.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,32.0
5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,9.0
5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,21.0
3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,31.0
3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,41.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,31.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,36.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,34.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,44.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,7.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,35.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,33.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,3.0,4.0,5.0,1.0,5.0,4.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,43.0
3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,4.0,5.0,2.0,5.0,3.0,5.0,4.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0
3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,36.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,32.0
4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,20.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,29.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,5.0,33.0
2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,41.0
5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,10.0
3.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,14.0
3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,3.0,30.0
3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,5.0,27.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0
2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,34.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,32.0
