# Age,Gender,Race,Marriage,HouseholdSize,NumChd,Edu,Income,Owner,HouseStruct,SrcLocalAuth,SrcLocalMedia,SrcNationalMedia,SrcInternet,SrcPeers,CloseCoast,CloseWater,SeeStormCond,SeeShopClose,SeePeerEvac,OfficialHurricWatch,OfficialEvac,PrevStormExp,PrevFalseAlarm,ProtectFromLooter,ProtectFromStorm,LostIncome,EvacExpense,Traffic,County,DistRiver,DistLake,DistCoast,Evac,EvacDay,EvacHour
64.0,1.0,3.0,1.0,3.0,0.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,5.0,3.0,2.0,1.0,1.0,5.0,5.0,5392.76,15255.628,44710.289,1.0,nan,nan
43.0,1.0,3.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,5.0,9674.783,18448.645,48724.77,2.0,2.0,10.0
41.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,5.0,5.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0,6344.583,16537.947,46285.953,1.0,nan,nan
44.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,10216.968,28142.984,58139.031,2.0,1.0,7.0
51.0,2.0,3.0,1.0,3.0,0.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5390.384,22574.15,50945.957,1.0,nan,nan
43.0,2.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,11956.642,21314.82,51724.707,1.0,nan,nan
76.0,2.0,3.0,4.0,1.0,0.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,5.0,8438.05,19688.275,49715.176,1.0,nan,nan
76.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,6115.429,17790.59,47405.898,2.0,2.0,11.0
32.0,2.0,3.0,1.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,9864.936,20054.027,50283.789,2.0,2.0,9.0
49.0,2.0,3.0,1.0,4.0,0.0,4.0,5.0,2.0,1.0,3.0,5.0,4.0,1.0,2.0,4.0,5.0,5.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1914.266,4401.031,33160.016,2.0,2.0,8.0
45.0,1.0,3.0,1.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,1.0,1.0,5.0,3.0,1964.659,2535.414,25653.34,1.0,nan,nan
53.0,2.0,3.0,1.0,3.0,0.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3246.391,4842.943,28905.766,2.0,2.0,nan
52.0,1.0,7.0,1.0,5.0,1.0,3.0,5.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,2355.154,2964.593,26742.207,1.0,nan,nan
45.0,2.0,3.0,1.0,3.0,1.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4041.186,14273.356,33173.762,2.0,2.0,12.0
39.0,2.0,3.0,1.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,5.0,2.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,3.0,3343.953,11957.734,32982.504,2.0,2.0,8.0
47.0,1.0,3.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,5.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,50.182,5663.371,34871.906,2.0,2.0,5.0
56.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,5.0,3.0,1535.665,2153.534,25019.51,2.0,2.0,9.0
30.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,658.829,1214.119,24125.961,2.0,2.0,17.0
64.0,2.0,5.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,3838.757,4384.338,26325.916,2.0,1.0,10.0
42.0,2.0,6.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,1150.308,1725.873,23394.617,2.0,1.0,14.0
45.0,1.0,1.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,133.924,675.778,23435.664,2.0,2.0,6.0
44.0,2.0,3.0,1.0,3.0,0.0,4.0,5.0,2.0,1.0,5.0,5.0,3.0,2.0,3.0,5.0,4.0,2.0,1.0,2.0,3.0,5.0,4.0,5.0,1.0,2.0,1.0,1.0,5.0,3.0,7801.298,29931.566,30844.115,2.0,2.0,3.0
53.0,2.0,3.0,1.0,2.0,0.0,3.0,5.0,2.0,1.0,5.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,10102.563,31472.227,33390.742,2.0,1.0,nan
50.0,2.0,3.0,1.0,2.0,0.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,7142.674,30963.742,47516.27,1.0,nan,nan
80.0,1.0,3.0,1.0,2.0,0.0,3.0,5.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,5.0,5.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,8326.729,35391.32,52651.891,1.0,nan,nan
49.0,1.0,3.0,1.0,2.0,0.0,2.0,4.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,293.797,5328.114,34522.969,1.0,nan,nan
56.0,1.0,3.0,1.0,2.0,0.0,3.0,5.0,2.0,1.0,4.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1802.233,25177.736,44892.461,2.0,1.0,2.0
36.0,2.0,5.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,15380.504,24898.563,54908.984,2.0,2.0,10.0
75.0,1.0,3.0,1.0,2.0,0.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,2543.992,3848.559,33617.43,2.0,2.0,8.0
