Age,Gender,r_white,r_black,r_native,m_married,m_single,HouseholdSize,NumChd,Edu,Income,Owner,h_singlefam,h_mobile,CloseCoast,CloseWater,OfficialHurricWatch,OfficialEvac,SrcLocalAuth,SrcLocalMedia,SrcNationalMedia,SrcInternet,SrcPeers,SeeStormCond,SeeShopClose,SeePeerEvac,PrevStormExp,PrevFalseAlarm,ProtectFromLooter,ProtectFromStorm,LostIncome,EvacExpense,Traffic,DistCoast,DistRiver,DistLake,Evac
43.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,5.0,3.0,5.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,24211.785,1024.255,2263.666,1.0
31.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,5.0,2.0,4.0,1.0,25384.07,969.972,2146.107,1.0
50.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,24623.893,1161.03,1161.03,1.0
46.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,1.0,24990.207,941.596,1943.206,0.0
72.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,5.0,5.0,3.0,4.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,4.0,4.0,25005.215,940.072,1950.145,1.0
66.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,24807.65,935.256,2388.303,1.0
66.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,2.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,24106.746,839.639,2803.178,0.0
48.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,5.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,5.0,25041.26,1259.282,1592.476,1.0
44.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,1.0,1.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,2.0,5.0,5.0,2.0,5.0,4.0,1.0,3.0,23243.627,1009.855,1422.878,1.0
69.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,5.0,3.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,24572.791,974.47,3146.566,1.0
30.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,4.0,1.0,1.0,0.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,1.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,25513.658,739.682,2414.891,0.0
50.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,25763.049,178.838,580.548,1.0
48.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,25763.063,181.384,576.936,1.0
51.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,5.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,23799.139,428.774,1898.907,0.0
58.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,5.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,23883.398,1296.373,1938.912,1.0
53.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,5.0,2.0,4.0,5.0,3.0,2.0,5.0,1.0,3.0,1.0,23786.973,267.782,3170.429,0.0
55.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,1.0,1.0,2.0,24705.031,911.707,1874.548,0.0
48.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,29281.996,2643.296,4452.495,0.0
58.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,25829.146,2096.561,2622.891,1.0
53.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,43160.805,1985.382,23796.965,0.0
39.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,5.0,1.0,1.0,0.0,5.0,2.0,5.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,4.0,33825.289,3047.375,13066.042,1.0
37.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,5.0,32900.48,3233.07,10236.996,1.0
46.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,3.0,1.0,1.0,5.0,33350.605,3069.464,12104.415,0.0
35.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,35272.605,2024.406,14431.206,0.0
51.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,32125.477,4064.818,11671.01,1.0
47.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,33289.398,2850.899,10303.419,1.0
42.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,29337.512,6901.209,10646.297,0.0
66.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,24361.449,1949.455,8964.075,1.0
48.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,23585.699,1386.63,1949.623,1.0
75.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,4.0,3.0,1.0,0.0,0.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,23753.801,2232.24,7460.579,1.0
71.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,5.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,5.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,5.0,31141.467,4118.053,9357.679,0.0
26.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,5.0,1.0,1.0,0.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,47312.324,3239.668,27615.506,0.0
52.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,5.0,1.0,1.0,0.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,50444.594,2777.195,29599.012,0.0
69.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,50217.832,3221.329,29728.346,0.0
53.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,50104.797,1336.83,27854.727,0.0
49.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,3.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,42496.492,2017.692,22325.584,1.0
48.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,5.0,3.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,2.0,5.0,5.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,39906.566,8582.824,27458.699,0.0
43.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,5.0,1.0,0.0,0.0,3.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,40277.352,7915.538,27097.994,1.0
82.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,5.0,46058.168,7846.615,30917.15,0.0
80.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,2.0,47813.914,9198.045,32796.363,0.0
59.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,5.0,1.0,0.0,0.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,46977.477,8483.443,31868.371,1.0
52.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,46672.848,5004.636,28853.725,0.0
33.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,46697.129,5182.117,29010.893,0.0
56.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,0.0,5.0,5.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,46977.758,10838.059,33827.422,0.0
46.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,4.0,1.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,47036.098,11015.19,34000.027,1.0
69.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,44605.828,10307.816,32241.238,0.0
80.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,43886.688,5774.18,27935.217,1.0
28.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,5.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,54315.371,7055.241,35516.004,1.0
50.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,5.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,5.0,52869.082,6782.633,34402.156,1.0
65.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,55118.969,14514.876,41391.609,0.0
32.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42002.281,11887.888,32824.391,1.0
46.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,26140.186,14652.755,26140.186,0.0
40.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,1.0,0.0,5.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,25872.889,16102.61,25872.889,0.0
39.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,4.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,25703.076,15697.137,25703.076,1.0
70.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,25528.379,13991.922,25528.379,0.0
42.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,25088.363,15861.036,25088.363,1.0
44.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,5.0,3.0,1.0,4.0,25597.252,18315.68,25597.252,0.0
44.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,5.0,4.0,3.0,4.0,1.0,5.0,2.0,1.0,5.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,19902.375,15191.153,19902.375,1.0
43.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,3.0,5.0,1.0,1.0,0.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,33862.402,896.992,4756.525,1.0
45.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,5.0,1.0,1.0,0.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,3.0,33014.145,2351.845,3847.646,0.0
54.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,5.0,1.0,1.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,32354.859,1566.171,3173.6,1.0
78.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,34461.066,828.803,5327.678,1.0
64.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,5.0,1.0,1.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,1.0,5.0,35434.703,2485.9,5325.639,1.0
77.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,3.0,2.0,4.0,1.0,1.0,5.0,35586.336,2681.431,5407.104,1.0
24.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,33665.418,2031.891,4154.168,1.0
62.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,40649.227,805.18,12452.679,0.0
52.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,37163.723,238.546,9674.546,0.0
44.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,3.0,5.0,1.0,1.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,5.0,34534.754,241.374,4954.503,1.0
37.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,40404.914,257.039,13472.279,1.0
49.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,2.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,38830.582,695.087,10505.011,1.0
35.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,38681.02,1797.588,8618.198,1.0
64.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,37287.789,1142.633,9038.344,1.0
30.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,1.0,5.0,5.0,4.0,2.0,3.0,2.0,4.0,5.0,40255.504,798.385,12381.036,1.0
70.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,0.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,41045.84,651.401,12760.661,0.0
47.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,5.0,1.0,1.0,0.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,42225.195,634.677,13322.768,0.0
54.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,5.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,35887.914,223.434,6765.165,1.0
51.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,54972.996,15243.896,25013.0,1.0
45.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,3.0,5.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,43756.664,2755.882,14362.363,1.0
54.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,5.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,53860.227,14203.544,23952.625,0.0
35.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,1.0,0.0,0.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,48903.117,3492.562,28474.846,1.0
63.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,27596.84,3233.519,3617.947,1.0
64.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,55686.594,14931.4,26014.918,1.0
41.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,5.0,1.0,1.0,0.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,49426.652,5445.336,21110.73,1.0
51.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,5.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,44057.23,2081.706,15765.113,1.0
49.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,5.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,52336.582,13061.681,22175.375,0.0
46.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,5.0,1.0,1.0,0.0,5.0,5.0,4.0,4.0,2.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,5.0,55971.625,8295.328,26492.711,0.0
51.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,5.0,1.0,1.0,0.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,52305.672,6871.554,22959.322,1.0
64.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,1.0,5.0,44710.289,5392.76,15255.628,0.0
43.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,5.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,48724.77,9674.783,18448.645,1.0
41.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,46285.953,6344.583,16537.947,0.0
44.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,58139.031,10216.968,28142.984,1.0
