Age,Gender,r_white,r_black,r_native,r_hispanic,m_married,m_single,HouseholdSize,NumChd,Edu,Income,Owner,h_singlefam,h_mobile,CloseCoast,CloseWater,OfficialHurricWatch,OfficialEvac,SrcLocalAuth,SrcLocalMedia,SrcNationalMedia,SrcInternet,SrcPeers,SeeStormCond,SeeShopClose,SeePeerEvac,PrevStormExp,PrevFalseAlarm,ProtectFromLooter,ProtectFromStorm,LostIncome,EvacExpense,Traffic,DistCoast,DistRiver,DistLakeEvac
,0,1.0,0.0,0.0,,1.0,0.0,2,0,4,5,1,1.0,0.0,5,5,5,5,4,5,1,2,4,1,4,3,2,1,1,3,1,1,3,54315.371,7055.241,
,1,1.0,0.0,0.0,,1.0,0.0,2,0,4,5,1,1.0,0.0,5,5,5,5,4,5,5,1,2,5,4,3,5,5,4,5,2,2,5,52869.082,6782.633,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,2,3,1,1.0,0.0,5,5,5,4,5,4,2,1,2,4,5,4,3,2,5,5,4,5,5,55118.969,14514.876,
,0,0.0,1.0,0.0,,1.0,0.0,4,2,4,5,1,0.0,1.0,3,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,42002.281,11887.888,
,0,1.0,0.0,0.0,,0.0,0.0,2,1,2,4,1,0.0,0.0,3,4,3,3,4,3,1,1,3,4,2,2,2,2,4,3,3,4,4,26140.186,14652.755,
,0,1.0,0.0,0.0,,1.0,0.0,3,1,4,4,1,1.0,0.0,5,3,2,4,1,4,3,2,3,3,1,1,4,1,1,1,1,1,2,25872.889,16102.61,
,0,1.0,0.0,0.0,,1.0,0.0,4,1,2,4,1,0.0,0.0,5,5,5,5,1,5,1,1,5,5,5,5,5,3,1,3,5,5,5,25703.076,15697.137,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,2,4,1,1.0,0.0,4,3,4,5,5,5,2,1,2,3,3,3,3,3,2,1,1,3,4,25528.379,13991.922,
,1,1.0,0.0,0.0,,0.0,0.0,3,0,3,3,1,1.0,0.0,5,1,5,5,5,5,2,5,5,5,1,5,5,1,1,1,1,4,4,25088.363,15861.036,
,0,1.0,0.0,0.0,,1.0,0.0,3,1,2,5,1,1.0,0.0,2,1,3,3,1,4,4,4,2,2,2,1,5,5,1,5,3,1,4,25597.252,18315.68,
,1,1.0,0.0,0.0,,0.0,1.0,3,0,3,2,1,0.0,0.0,5,4,3,4,1,5,2,1,5,3,1,4,4,4,2,2,2,2,4,19902.375,15191.153,
,1,1.0,0.0,0.0,,1.0,0.0,5,2,3,5,1,1.0,0.0,5,5,4,5,4,5,4,3,4,5,4,4,4,3,2,3,1,2,1,33862.402,896.992,
,0,1.0,0.0,0.0,,1.0,0.0,4,2,4,5,1,1.0,0.0,5,5,4,4,5,5,2,4,2,4,4,3,4,5,2,2,2,1,3,33014.145,2351.845,
,1,1.0,0.0,0.0,,1.0,0.0,4,1,4,5,1,1.0,0.0,5,5,4,4,4,4,5,2,2,4,3,3,5,2,4,3,1,1,2,32354.859,1566.171,
,1,1.0,0.0,0.0,,1.0,0.0,2,0,3,3,1,1.0,0.0,5,5,5,5,5,5,5,1,1,5,1,1,5,1,1,1,1,1,1,34461.066,828.803,
,1,1.0,0.0,0.0,,1.0,0.0,2,0,3,5,1,1.0,0.0,4,5,5,5,5,5,3,1,1,1,1,1,4,4,4,5,1,1,5,35434.703,2485.9,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,5,5,1,1.0,0.0,5,5,4,5,5,5,1,1,1,5,4,2,5,3,2,4,1,1,5,35586.336,2681.431,
,1,1.0,0.0,0.0,,1.0,0.0,3,1,2,2,1,0.0,0.0,1,1,4,5,1,1,4,1,5,1,4,5,1,1,1,4,3,4,1,33665.418,2031.891,
,0,1.0,0.0,0.0,,0.0,0.0,1,0,3,4,1,1.0,0.0,4,4,3,3,3,4,2,1,3,2,2,3,4,3,2,2,1,3,3,40649.227,805.18,
,0,0.0,0.0,0.0,,1.0,0.0,3,0,1,2,1,1.0,0.0,4,4,4,4,3,3,3,5,3,4,4,4,4,4,4,4,4,4,4,37163.723,238.546,
,0,1.0,0.0,0.0,,1.0,0.0,5,3,3,5,1,1.0,0.0,5,5,4,4,4,5,4,2,4,4,4,4,3,3,2,5,3,4,5,34534.754,241.374,
,1,0.0,1.0,0.0,,0.0,1.0,5,3,5,1,0,0.0,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,40404.914,257.039,
,1,1.0,0.0,0.0,,0.0,0.0,5,2,3,2,1,0.0,1.0,5,5,5,5,5,1,4,1,1,1,1,1,1,1,1,1,1,5,5,38830.582,695.087,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,5,1,1,0.0,1.0,5,5,5,5,5,5,1,1,1,5,4,1,5,1,1,4,1,1,1,38681.02,1797.588,
,1,1.0,0.0,0.0,,0.0,0.0,3,0,3,3,1,1.0,0.0,1,1,4,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,37287.789,1142.633,
,0,1.0,0.0,0.0,,0.0,1.0,1,0,5,3,1,1.0,0.0,2,2,2,3,4,5,3,3,5,4,1,5,5,4,2,3,2,4,5,40255.504,798.385,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,5,5,1,1.0,0.0,4,2,4,3,3,2,1,4,3,4,3,3,2,2,2,2,2,1,4,41045.84,651.401,
,0,1.0,0.0,0.0,,1.0,0.0,3,0,3,5,1,1.0,0.0,4,4,3,4,2,4,3,1,2,3,1,1,2,3,3,4,2,2,3,42225.195,634.677,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,4,5,1,1.0,0.0,4,4,4,4,4,4,3,2,4,3,3,3,4,4,2,2,2,2,2,35887.914,223.434,
,1,1.0,0.0,0.0,,0.0,0.0,8,4,2,1,1,0.0,1.0,4,4,3,4,1,5,5,1,3,4,2,3,3,3,4,4,5,5,5,54972.996,15243.896,
,0,1.0,0.0,0.0,,1.0,0.0,5,2,3,5,1,0.0,0.0,5,5,5,5,5,5,5,5,1,5,5,5,1,1,3,3,1,1,5,43756.664,2755.882,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,4,5,1,1.0,0.0,4,4,3,1,1,3,1,1,1,3,2,1,5,5,3,2,1,1,1,53860.227,14203.544,
,1,1.0,0.0,0.0,,1.0,0.0,3,1,3,5,1,0.0,0.0,3,4,4,4,2,5,5,2,3,3,1,5,1,3,3,3,1,2,3,48903.117,3492.562,
,1,1.0,0.0,0.0,,0.0,0.0,1,0,2,3,1,1.0,0.0,2,2,2,1,1,5,1,1,3,4,1,4,3,4,1,1,1,1,1,27596.84,3233.519,
,1,1.0,0.0,0.0,,1.0,0.0,2,0,3,2,1,0.0,1.0,5,1,5,5,4,5,5,1,4,4,3,4,4,4,4,4,1,1,1,55686.594,14931.4,
,1,1.0,0.0,0.0,,1.0,0.0,4,2,4,5,1,1.0,0.0,5,5,2,1,5,5,5,2,4,1,1,1,1,4,2,2,1,1,1,49426.652,5445.336,
,0,0.0,1.0,0.0,,1.0,0.0,3,1,4,5,1,0.0,0.0,5,5,5,5,5,5,5,1,4,5,4,5,4,4,3,3,3,3,3,44057.23,2081.706,
,0,1.0,0.0,0.0,,1.0,0.0,4,2,3,5,1,1.0,0.0,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,52336.582,13061.681,
,0,1.0,0.0,0.0,,1.0,0.0,3,0,2,5,1,1.0,0.0,5,5,4,4,2,5,3,1,1,5,3,3,3,5,5,5,4,2,5,55971.625,8295.328,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,3,5,1,1.0,0.0,3,3,3,5,3,1,5,2,2,3,1,1,3,5,5,5,5,5,5,52305.672,6871.554,
,0,1.0,0.0,0.0,,1.0,0.0,3,0,2,4,1,0.0,0.0,1,1,3,2,2,4,1,1,1,4,1,1,5,5,3,2,1,1,5,44710.289,5392.76,
,0,1.0,0.0,0.0,,1.0,0.0,4,1,2,5,1,1.0,0.0,3,3,3,4,2,4,4,3,1,2,3,3,2,2,1,3,1,1,5,48724.77,9674.783,
,1,1.0,0.0,0.0,,1.0,0.0,3,1,2,4,1,1.0,0.0,4,3,4,4,5,5,2,1,2,3,4,3,4,4,4,4,2,1,4,46285.953,6344.583,
,0,1.0,0.0,0.0,,1.0,0.0,4,2,2,3,1,1.0,0.0,4,4,3,4,1,4,4,1,1,4,1,1,1,1,2,3,2,2,3,58139.031,10216.968,
,1,1.0,0.0,0.0,,1.0,0.0,3,0,3,3,1,1.0,0.0,5,5,3,2,1,4,3,5,1,1,1,1,3,5,5,5,5,5,5,50945.957,5390.384,
,1,0.0,0.0,1.0,,0.0,0.0,3,2,1,2,0,0.0,0.0,3,3,4,4,5,5,5,1,4,3,4,4,3,3,4,4,3,3,3,51724.707,11956.642,
,1,1.0,0.0,0.0,,0.0,0.0,1,0,4,3,1,1.0,0.0,4,3,3,3,4,4,1,1,4,3,1,2,4,4,3,4,1,3,4,49715.176,8438.05,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,3,3,1,1.0,0.0,5,5,5,5,3,3,5,1,1,1,1,1,5,1,3,3,1,1,3,47405.898,6115.429,
,1,1.0,0.0,0.0,,1.0,0.0,5,3,3,3,1,0.0,1.0,4,4,3,4,2,3,3,2,3,4,3,3,4,4,3,3,3,5,4,50283.789,9864.936,
,1,1.0,0.0,0.0,,1.0,0.0,4,0,4,5,1,1.0,0.0,4,5,2,5,3,5,4,1,2,5,2,1,4,1,1,1,1,1,1,33160.016,1914.266,
,0,1.0,0.0,0.0,,1.0,0.0,5,2,3,5,1,1.0,0.0,5,5,3,3,3,3,4,4,1,4,1,1,4,5,4,4,1,1,5,25653.34,1964.659,
,1,1.0,0.0,0.0,,1.0,0.0,3,0,3,5,1,1.0,0.0,5,5,4,5,5,5,4,4,3,1,1,3,3,3,3,3,1,1,3,28905.766,3246.391,
,0,0.0,0.0,0.0,,1.0,0.0,5,1,3,5,1,1.0,0.0,1,1,4,3,4,4,3,3,4,1,2,2,3,3,4,4,2,2,5,26742.207,2355.154,
,1,1.0,0.0,0.0,,1.0,0.0,3,1,3,5,1,1.0,0.0,5,2,4,5,5,5,4,3,3,4,4,4,4,3,3,3,3,2,4,33173.762,4041.186,
,1,1.0,0.0,0.0,,1.0,0.0,4,2,4,5,1,1.0,0.0,5,2,4,5,5,5,2,3,3,4,4,4,3,3,3,4,1,1,4,32982.504,3343.953,
,0,1.0,0.0,0.0,,1.0,0.0,4,2,3,5,1,1.0,0.0,5,5,5,5,5,5,5,4,3,4,3,2,3,1,2,2,1,2,2,34871.906,50.182,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,3,2,1,1.0,0.0,2,4,5,5,5,5,4,1,1,5,5,5,5,4,5,4,1,4,5,25019.51,1535.665,
,1,0.0,1.0,0.0,,0.0,1.0,3,1,3,2,1,0.0,0.0,5,4,5,5,5,5,5,3,5,5,3,3,3,3,1,3,3,3,4,24125.961,658.829,
,1,0.0,0.0,1.0,,0.0,0.0,1,0,2,1,1,1.0,0.0,5,4,5,5,1,5,5,1,5,5,4,5,5,5,5,5,1,5,5,26325.916,3838.757,
,1,0.0,0.0,0.0,,0.0,0.0,3,1,3,1,0,0.0,0.0,5,5,5,5,3,5,5,1,1,4,5,5,3,3,4,4,4,5,3,23394.617,1150.308,
,0,0.0,1.0,0.0,,1.0,0.0,4,2,3,5,1,1.0,0.0,4,4,5,5,5,5,4,2,3,4,4,4,3,4,5,5,2,2,3,23435.664,133.924,
,1,1.0,0.0,0.0,,1.0,0.0,3,0,4,5,1,1.0,0.0,5,4,3,5,5,5,3,2,3,2,1,2,4,5,1,2,1,1,5,30844.115,7801.298,
,1,1.0,0.0,0.0,,1.0,0.0,2,0,3,5,1,1.0,0.0,5,1,2,5,5,3,3,1,2,1,1,2,3,1,1,1,1,1,1,33390.742,10102.563,
,1,1.0,0.0,0.0,,1.0,0.0,2,0,5,5,1,1.0,0.0,3,3,3,3,5,5,5,4,4,2,3,3,3,3,3,3,1,1,1,47516.27,7142.674,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,3,5,1,1.0,0.0,5,5,4,4,2,4,4,1,1,2,1,3,1,1,3,3,1,1,1,52651.891,8326.729,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,2,4,1,0.0,0.0,3,3,3,1,1,5,1,1,1,3,1,1,3,5,1,1,1,1,1,34522.969,293.797,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,3,5,1,1.0,0.0,4,4,3,5,4,5,4,3,1,4,3,3,3,1,2,2,1,1,5,44892.461,1802.233,
,1,0.0,0.0,1.0,,1.0,0.0,4,2,3,5,1,1.0,0.0,4,3,3,3,3,3,2,1,4,4,1,5,1,3,1,3,5,5,5,54908.984,15380.504,
,0,1.0,0.0,0.0,,1.0,0.0,2,0,4,3,1,1.0,0.0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,4,4,4,33617.43,2543.992,
