# Age,Gender,Race,Marriage,HouseholdSize,NumChd,Edu,Income,Owner,HouseStruct,SrcLocalAuth,SrcLocalMedia,SrcNationalMedia,SrcInternet,SrcPeers,CloseCoast,CloseWater,SeeStormCond,SeeShopClose,SeePeerEvac,OfficialHurricWatch,OfficialEvac,PrevStormExp,PrevFalseAlarm,ProtectFromLooter,ProtectFromStorm,LostIncome,EvacExpense,Traffic
3.0,1.0,3.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,2.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,15.0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,18.0
1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,9.0
4.0,2.0,3.0,3.0,3.0,1.0,5.0,4.0,2.0,1.0,5.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,8.0
3.0,1.0,5.0,1.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,19.0
1.0,1.0,3.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,3.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,5.0,4.0,1.0,4.0,4.0,2.0,2.0,14.0
3.0,1.0,3.0,1.0,4.0,0.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,15.0
1.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0
6.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,2.0,10.0
6.0,2.0,3.0,4.0,1.0,0.0,5.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,13.0
2.0,1.0,3.0,1.0,4.0,0.0,3.0,4.0,2.0,1.0,3.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,23.0
2.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,4.0,5.0,5.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,10.0
3.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,1.0,5.0,5.0,3.0,5.0,2.0,3.0,5.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,12.0
4.0,1.0,3.0,2.0,2.0,0.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,22.0
6.0,1.0,3.0,1.0,2.0,0.0,2.0,5.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,2.0,3.0,10.0
4.0,1.0,6.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,13.0
1.0,1.0,3.0,3.0,2.0,0.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,14.0
6.0,1.0,3.0,4.0,3.0,0.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,10.0
2.0,2.0,3.0,1.0,5.0,3.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,2.0,12.0
2.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,18.0
2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,10.0
2.0,2.0,3.0,1.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,18.0
3.0,1.0,3.0,1.0,5.0,3.0,3.0,5.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,12.0
6.0,2.0,5.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,2.0,2.0,2.0,10.0
5.0,1.0,3.0,4.0,1.0,0.0,1.0,4.0,2.0,1.0,4.0,5.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,11.0
3.0,1.0,3.0,1.0,4.0,0.0,2.0,5.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,12.0
1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,1.0,3.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,1.0,4.0,3.0,2.0,3.0,12.0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,2.0,24.0
5.0,1.0,3.0,1.0,2.0,0.0,2.0,5.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,8.0
3.0,2.0,3.0,1.0,14.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,9.0
5.0,1.0,3.0,1.0,2.0,0.0,5.0,5.0,2.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0
2.0,1.0,3.0,1.0,2.0,2.0,3.0,5.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,14.0
2.0,1.0,3.0,1.0,5.0,3.0,1.0,3.0,2.0,4.0,1.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,15.0
2.0,2.0,3.0,1.0,4.0,2.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,1.0,2.0,5.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,14.0
3.0,1.0,3.0,1.0,8.0,5.0,3.0,5.0,2.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,13.0
4.0,2.0,3.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,2.0,12.0
6.0,1.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,4.0,1.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,5.0,1.0,4.0,4.0,2.0,2.0,13.0
5.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,2.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,2.0,9.0
3.0,1.0,3.0,1.0,2.0,0.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,9.0
3.0,1.0,3.0,1.0,5.0,2.0,2.0,5.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,12.0
4.0,2.0,5.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,3.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0
3.0,2.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,12.0
3.0,2.0,3.0,2.0,3.0,0.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,9.0
3.0,1.0,3.0,1.0,3.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,9.0
6.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,17.0
2.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,12.0
4.0,1.0,3.0,1.0,3.0,0.0,3.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,13.0
2.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,9.0
6.0,2.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,2.0,5.0,5.0,3.0,1.0,1.0,5.0,2.0,2.0,10.0
3.0,1.0,3.0,2.0,1.0,0.0,3.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,8.0
4.0,2.0,3.0,1.0,4.0,1.0,4.0,5.0,2.0,1.0,4.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,9.0
6.0,2.0,3.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0
1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,2.0,3.0,7.0
4.0,1.0,3.0,1.0,2.0,0.0,4.0,5.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
4.0,2.0,3.0,3.0,8.0,4.0,2.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,12.0
2.0,2.0,3.0,1.0,2.0,0.0,4.0,5.0,2.0,1.0,4.0,5.0,4.0,1.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,13.0
2.0,2.0,3.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,8.0
3.0,2.0,3.0,1.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,17.0
4.0,1.0,3.0,1.0,2.0,0.0,3.0,5.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,12.0
3.0,1.0,3.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,10.0
1.0,1.0,3.0,1.0,3.0,1.0,4.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,20.0
6.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,11.0
2.0,2.0,3.0,1.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,9.0
5.0,1.0,3.0,1.0,2.0,0.0,4.0,5.0,2.0,1.0,1.0,5.0,4.0,4.0,1.0,5.0,3.0,3.0,1.0,2.0,4.0,5.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,19.0
3.0,2.0,3.0,1.0,4.0,0.0,4.0,5.0,2.0,1.0,3.0,5.0,4.0,1.0,2.0,4.0,5.0,5.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0
3.0,2.0,3.0,1.0,3.0,1.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,12.0
2.0,2.0,3.0,1.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,5.0,2.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,8.0
4.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,5.0,2.0,2.0,9.0
2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,17.0
2.0,2.0,5.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,10.0
6.0,1.0,3.0,1.0,2.0,0.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,8.0
