preIrma_zipcode,current_zipcode,county,age,is_male,edu,income,househd_size,is_white,is_black,is_asian,is_hispanic,has_children,has_elders,has_special_needs,has_pets,house_single_fam,house_condo,house_mobile,house_wood,house_brick,is_owner,has_insurance,coast_dist,use_tv_radio,tv_radio_storm_damage,tv_radio_casualty,tv_radio_road_traffic,tv_radio_preparation,tv_radio_people_stay,tv_radio_people_leave,use_social_media,social_media_storm_damage,social_media_storm_strength,social_media_preparation,social_media_people_stay,social_media_people_leave,social_media_road_traffic,friends_suggest_stay,friends_suggest_evac,neighbors_stay,neighbors_evac,harvey_influence,has_prev_exp,prev_decision_evac,prev_decision_stay,prev_decision_regret,prev_decision_no_regret,received_evac_notice,no_evac_notice,received_mandatory,received_voluntary,received_stay_notice,no_stay_notice,risk_of_stay,risk_of_evac,wind_risk_to_safety,wind_risk_to_property,flood_risk_to_safety,flood_risk_to_property,evac_difficulty_special_needs,evac_difficulty_expense,evac_difficulty_elders,evac_difficulty_no_place,evac_difficulty_job_obligation,evac_difficulty_pets,evac_difficulty_children,evac_difficulty_no_transport,evac_decision
33312,33312,Broward,24,0,2,0,4,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,4.0,2.0,4.0,5.0,5.0,5.0,1,2.0,2.0,4.0,5.0,5.0,5.0,0,1,1,0,0.0,1,1,0,0,1,0,1,0,0,0,1,4,5,4,5,5,5,0,0,0,1,0,0,0,1,0
32746,32746,SEMINOLE,34,0,4,4,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,1,4.0,2.0,4.0,5.0,4.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,1,4,3,4,5,5,5,0,1,0,1,1,0,0,0,0
33024,33024,Broward,39,0,4,4,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0.0,2,0,0,0,0,0,1,0,0,1,0,5,2,5,5,1,1,0,1,0,1,1,0,1,0,1
32792,34983,St Lucie,38,1,2,2,3,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,3.0,2.0,4.0,5.0,3.0,5.0,1,3.0,4.0,2.0,2.0,5.0,5.0,0,1,0,1,3.0,1,1,0,0,1,1,0,1,0,0,1,5,4,5,4,5,4,0,1,0,0,0,1,1,0,1
34949,34949,St Lucie,65,0,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2.0,1.0,2.0,4.0,1.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,1,1,0,0,1,1,0,0,1,0,1,2,2,1,1,3,3,0,0,0,1,0,1,0,0,0
33573,33619,Hillsborough,57,1,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3.0,2.0,4.0,3.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.0,2,0,0,0,0,0,1,0,0,0,0,5,5,5,5,1,1,0,1,0,1,0,0,0,0,0
33838,33838,Polk county ,25,1,2,2,4,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,4,1,4.0,2.0,4.0,5.0,4.0,4.0,1,5.0,4.0,3.0,1.0,4.0,3.0,0,1,0,1,3.0,1,0,1,1,0,1,0,0,1,0,1,5,4,5,3,4,4,0,1,0,0,0,0,0,0,1
32176,32176,Volusia,57,1,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,5.0,5.0,4.0,4.0,4.0,4.0,1,4.0,4.0,3.0,3.0,3.0,3.0,1,0,1,0,1.0,1,1,0,1,0,1,0,0,1,0,1,5,2,5,5,2,2,0,1,0,0,0,0,0,1,0
33167,33167,Dade,36,0,3,4,4,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,3,1,5.0,5.0,3.0,5.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.0,1,0,1,0,1,1,0,0,1,0,1,5,2,5,5,5,5,0,0,0,0,0,0,0,0,1
33602,33602,Hillsborough,39,1,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,5.0,3.0,5.0,5.0,2.0,5.0,1,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,1,3.0,2,0,0,0,0,1,0,0,1,0,1,4,2,4,4,4,4,0,1,0,0,0,1,0,0,1
