"FIPS","Geographic Identifier","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Tribal Tract","Tribal Block Group","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Total Population","Total Population:","Total Population: Male","Total Population: Female","% Total Population: Male","% Total Population: Female","Total:","Total: Under 5 Years","Total: 5 to 9 Years","Total: 10 to 14 Years","Total: 15 to 17 Years","Total: 18 and 19 Years","Total: 20 Years","Total: 21 Years","Total: 22 to 24 Years","Total: 25 to 29 Years","Total: 30 to 34 Years","Total: 35 to 39 Years","Total: 40 to 44 Years","Total: 45 to 49 Years","Total: 50 to 54 Years","Total: 55 to 59 Years","Total: 60 and 61 Years","Total: 62 to 64 Years","Total: 65 and 66 Years","Total: 67 to 69 Years","Total: 70 to 74 Years","Total: 75 to 79 Years","Total: 80 to 84 Years","Total: 85 Years and Over","% Total: Under 5 Years","% Total: 5 to 9 Years","% Total: 10 to 14 Years","% Total: 15 to 17 Years","% Total: 18 and 19 Years","% Total: 20 Years","% Total: 21 Years","% Total: 22 to 24 Years","% Total: 25 to 29 Years","% Total: 30 to 34 Years","% Total: 35 to 39 Years","% Total: 40 to 44 Years","% Total: 45 to 49 Years","% Total: 50 to 54 Years","% Total: 55 to 59 Years","% Total: 60 and 61 Years","% Total: 62 to 64 Years","% Total: 65 and 66 Years","% Total: 67 to 69 Years","% Total: 70 to 74 Years","% Total: 75 to 79 Years","% Total: 80 to 84 Years","% Total: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","% Population 25 Years and Over: Less than High School","% Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","% Population 25 Years and Over: Some College or More","% Population 25 Years and Over: Bachelor's Degree or More","% Population 25 Years and Over: Master's Degree or More","% Population 25 Years and Over: Professional School Degree or More","% Population 25 Years and Over: Doctorate Degree","Households:","Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More","% Households: Less than $10,000","% Households: $10,000 to $14,999","% Households: $15,000 to $19,999","% Households: $20,000 to $24,999","% Households: $25,000 to $29,999","% Households: $30,000 to $34,999","% Households: $35,000 to $39,999","% Households: $40,000 to $44,999","% Households: $45,000 to $49,999","% Households: $50,000 to $59,999","% Households: $60,000 to $74,999","% Households: $75,000 to $99,999","% Households: $100,000 to $124,999","% Households: $125,000 to $149,999","% Households: $150,000 to $199,999","% Households: $200,000 or More"
Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T004_001,SE_T004_002,SE_T004_003,PCT_SE_T004_002,PCT_SE_T004_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T008_014,SE_T008_015,SE_T008_016,SE_T008_017,SE_T008_018,SE_T008_019,SE_T008_020,SE_T008_021,SE_T008_022,SE_T008_023,SE_T008_024,PCT_SE_T008_002,PCT_SE_T008_003,PCT_SE_T008_004,PCT_SE_T008_005,PCT_SE_T008_006,PCT_SE_T008_007,PCT_SE_T008_008,PCT_SE_T008_009,PCT_SE_T008_010,PCT_SE_T008_011,PCT_SE_T008_012,PCT_SE_T008_013,PCT_SE_T008_014,PCT_SE_T008_015,PCT_SE_T008_016,PCT_SE_T008_017,PCT_SE_T008_018,PCT_SE_T008_019,PCT_SE_T008_020,PCT_SE_T008_021,PCT_SE_T008_022,PCT_SE_T008_023,PCT_SE_T008_024,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,PCT_SE_T013_002,PCT_SE_T013_003,PCT_SE_T013_004,PCT_SE_T013_005,PCT_SE_T013_006,PCT_SE_T013_007,PCT_SE_T013_008,SE_T150_001,SE_T150_002,SE_T150_003,SE_T150_004,SE_T150_005,SE_T150_006,SE_T150_007,SE_T150_008,PCT_SE_T150_002,PCT_SE_T150_003,PCT_SE_T150_004,PCT_SE_T150_005,PCT_SE_T150_006,PCT_SE_T150_007,PCT_SE_T150_008,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,PCT_SE_T056_002,PCT_SE_T056_003,PCT_SE_T056_004,PCT_SE_T056_005,PCT_SE_T056_006,PCT_SE_T056_007,PCT_SE_T056_008,PCT_SE_T056_009,PCT_SE_T056_010,PCT_SE_T056_011,PCT_SE_T056_012,PCT_SE_T056_013,PCT_SE_T056_014,PCT_SE_T056_015,PCT_SE_T056_016,PCT_SE_T056_017
"48","04000US48","Texas","Texas","tx","040","00","ACSSF","0000001",,,,,"48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26956435,26956435,13379165,13577270,49.63,50.37,26956435,1970686,2012405,1984186,1165199,761143,415722,402906,1159060,1968759,1947015,1823519,1818944,1726802,1744787,1600143,578698,779894,471232,601670,755660,535826,379959,352220,7.31,7.47,7.36,4.32,2.82,1.54,1.49,4.3,7.3,7.22,6.76,6.75,6.41,6.47,5.94,2.15,2.89,1.75,2.23,2.8,1.99,1.41,1.31,26956435,20174403,3221133,128145,1175423,22248,1561683,673400,74.84,11.95,0.48,4.36,0.08,5.79,2.5,17085128,3015952,14069176,9783050,4800677,1642209,448957,184457,17.65,82.35,57.26,28.1,9.61,2.63,1.08,9289554,644199,457750,469854,490569,469817,472587,436692,431486,382311,737074,920198,1102563,775702,471427,496104,531221,6.93,4.93,5.06,5.28,5.06,5.09,4.7,4.64,4.12,7.93,9.91,11.87,8.35,5.07,5.34,5.72
