lon,lat,county,current_zipcode,preIrma_zipcode,coast_dist
-81.82949829,26.52839661,Lee,33912,33912,1 to 10 mile
-81.3792038,28.53829956,Orange,32803,70435,More than 70 miles
-82.46179962,27.98320007,Hillsborough ,33614,33614,10 to 30 miles
-77.45120239,38.90359497,Pinellas,33755,33755,1 to 10 mile
-58.38159943,-34.603302,Miami Dade,33140,33140,Within 1 mile
-81.70110321,26.39970398,Lee,33967,33967,1 to 10 mile
-82.14189911,28.0184021,Hillsborough,33567,33567,30 to 50 miles
-80.1167984,26.27850342,broward,33062,33062,Within 1 mile
-81.56210327,30.06889343,duval,32259,32259,30 to 50 miles
-87.21230316,30.53819275,Escambia,32504,32504,1 to 10 mile
-81.3792038,28.53829956,Polk,33837,33837,50 to 70 miles
-80.21080017,26.39770508,Broward county,33433,33442,10 to 30 miles
-80.2059021,26.24420166,Broward,33068,33068,30 to 50 miles
-81.63300323,30.290802,Duval,32207,32207,10 to 30 miles
-81.56210327,30.06889343,stjohns,32259,32259,30 to 50 miles
-81.00749969,29.16220093,Volusia,32119,32119,1 to 10 mile
-84.35399628,30.45629883,Leon,32304,32304,More than 70 miles
-80.6115036,28.0381012,Brevard,32950,32950,1 to 10 mile
-82.04949951,28.23440552,Pinellas,33714,33714,1 to 10 mile
-80.40309906,25.59739685,miami dade,33031,33031,1 to 10 mile
-81.84989929,30.25100708,Duval,32210,32210,10 to 30 miles
-82.52390289,28.0821991,hillsborough ,33624,33624,10 to 30 miles
-81.73059845,30.30430603,Duval,32205,32205,10 to 30 miles
-85.5019989,30.2315979,Bay,32444,32444,1 to 10 mile
-80.40440369,25.73629761,miami dade,33186,33186,10 to 30 miles
-118.3216019,34.17160034,Orange,32003,32003,50 to 70 miles
-81.70709991,28.06190491,Polk County,33844,33844,50 to 70 miles
-80.38529968,27.59210205,indian river county,32962,32962,1 to 10 mile
-84.17250061,30.3993988,Leon,32303,32303,More than 70 miles
-80.15850067,26.34829712,palm beach,33433,33433,1 to 10 mile
-87.79019928,41.89370728,Volusia,32114,32114,1 to 10 mile
-81.43659973,28.38989258,Orange ,32806,32806,50 to 70 miles
-81.82949829,26.52839661,Collier,34134,34134,1 to 10 mile
-81.16470337,28.53410339,Orange,32828,32828,30 to 50 miles
-80.20439911,25.76649475,Miami Dade,33130,33130,1 to 10 mile
-80.2766037,26.06809998,Broward,33314,2889,1 to 10 mile
-80.75340271,28.07820129,brevard,32901,27517,1 to 10 mile
-81.69069672,26.52990723,Lee,33913,33913,1 to 10 mile
-81.38009644,30.22749329,duval,32259,32258,10 to 30 miles
-81.5687027,28.05729675,Polk,33898,33898,More than 70 miles
-82.7039032,27.62939453,Pinellas,33712,28204,1 to 10 mile
-81.59580231,26.63600159,Okeechobee,34972,34972,30 to 50 miles
-81.58899689,28.31199646,Osceola,34744,34744,More than 70 miles
-81.42459869,28.30690002,Osceola,34741,34741,50 to 70 miles
-75.56359863,6.251800537,broward,33024,33024,1 to 10 mile
-81.49279785,28.58979797,orange,32818,32818,50 to 70 miles
-81.30039978,28.55349731,Florida,32807,32807,More than 70 miles
-84.33209991,30.52520752,Leon,32303,32303,30 to 50 miles
-80.17070007,26.37969971,palm beach,33434,33433,1 to 10 mile
-81.30549622,28.6078949,Duval,32225,32225,1 to 10 mile
-81.46530151,28.45170593,orange,32836,32836,30 to 50 miles
-81.48390198,28.82569885,Seminole,32773,32773,10 to 30 miles
-81.19760132,28.51060486,orlando,32771,32771,Within 1 mile
-84.47769928,37.98869324,Collier,34117,34117,1 to 10 mile
-81.68509674,30.32460022,Duval,32209,32209,10 to 30 miles
-81.93370056,28.00979614,Polk,33811,33811,More than 70 miles
-82.14399719,27.78660583,Hillsborough,33547,33547,10 to 30 miles
-81.52980042,28.57040405,Orange,34787,34787,50 to 70 miles
-82.4733963,27.32550049,sarasota,34232,11103,10 to 30 miles
-80.76450348,28.28160095,brevard,32927,32927,10 to 30 miles
-82.02709961,26.69830322,Lee,33993,33993,10 to 30 miles
-82.43240356,29.68510437,Alachua,32605,32605,More than 70 miles
120.9721069,14.59550476,Miami Dade,33196,33196,30 to 50 miles
-80.2059021,26.24420166,Sarasota,34234,34234,1 to 10 mile
-86.15940094,30.35440063,HOLMES,32455,32455,50 to 70 miles
-82.7181015,27.98390198,Pinellas,33764,33764,1 to 10 mile
-82.4076004,29.57310486,Alachua,32607,32607,30 to 50 miles
-82.71659851,27.83859253,Pinellas,33762,33762,30 to 50 miles
-81.19909668,28.67660522,Pinellas,32765,33716,More than 70 miles
-82.43139648,27.71009827,Hillsborough,33573,33573,10 to 30 miles
-81.19159698,29.48390198,Flagler,32164,32164,1 to 10 mile
-80.97299957,29.1098938,volusia,32129,32129,1 to 10 mile
-97.8219986,37.75100708,Pinellas,29532,33712,1 to 10 mile
-82.6595993,28.21580505,PASCO,34655,34655,1 to 10 mile
-80.75340271,28.07820129,BREVARD,32901,32901,1 to 10 mile
-97.8219986,37.75100708,Putnam county ,32193,32112,30 to 50 miles
-80.1894989,26.02119446,Broward,33023,33023,10 to 30 miles
-80.21869659,26.34840393,Palm Beach,33428,33428,10 to 30 miles
-81.18930054,28.58869934,Seminole,32707,32707,1 to 10 mile
-80.27100372,25.75410461,MiamiDade,33133,33133,Within 1 mile
-82.41410065,29.6381073,Alachua,32608,59715,More than 70 miles
-80.18170166,25.77409363,Miami Dade,33016,7087,10 to 30 miles
-82.4076004,29.57310486,Alachua,32608,32608,More than 70 miles
-74.31240082,40.62240601,Broward,33328,33314,10 to 30 miles
-73.99749756,40.73080444,Columbia County,32055,10004,More than 70 miles
-80.23919678,25.89039612,Broward,33064,33064,1 to 10 mile
-82.70480347,28.30310059,Pasco,34667,34667,Within 1 mile
-81.56210327,30.06889343,St Johns,32259,32259,10 to 30 miles
-81.3144989,29.8946991,St Johns,32084,32084,1 to 10 mile
-80.27230072,26.10009766,Broward,33325,33325,1 to 10 mile
-82.35289764,28.12030029,broward,33028,33028,30 to 50 miles
-82.30239868,27.90029907,Hillsborough,33510,33510,30 to 50 miles
-80.88379669,28.60499573,Brevard,32780,32780,10 to 30 miles
-82.65049744,28.38189697,Hillsborough,34667,33601,1 to 10 mile
-80.42169952,27.33259583,St lucie,34986,33434,10 to 30 miles
-80.104599,26.38180542,Broward,33431,33026,1 to 10 mile
-80.29599762,26.02520752,Broward,33025,33025,1 to 10 mile
-121.6383972,51.43670654,Broward,33304,33304,Within 1 mile
-122.3041,37.54020691,Miami Dade,33135,33135,10 to 30 miles
-82.63179779,27.85629272,melbourne,33716,19145,1 to 10 mile
-81.52980042,28.57040405,Orange,34787,34787,50 to 70 miles
-81.1855011,28.91099548,volusia ,32738,32738,30 to 50 miles
-81.86209869,26.48669434,lee,33908,33908,1 to 10 mile
-80.60479736,28.4058075,Brevard,32920,32952,10 to 30 miles
-81.5401001,30.14379883,Alachua ,32608,32608,More than 70 miles
,,Sarasota,34234,34234,1 to 10 mile
-81.62210083,28.63439941,Broward ,33020,33020,10 to 30 miles
-82.47229767,28.93449402,Citrus,34465,34465,10 to 30 miles
-80.22640228,26.11099243,Broward,33019,33019,Within 1 mile
-97.8219986,37.75100708,Marion,34482,34482,30 to 50 miles
-80.24220276,25.94889832,dade,33055,33055,10 to 30 miles
-80.25579834,25.90420532,miami dade,33054,33054,More than 70 miles
-80.46330261,27.59869385,Indian River,32962,32962,10 to 30 miles
-80.32060242,25.7980957,Miami Dade,33194,33194,30 to 50 miles
-80.25119781,26.63859558,Palm Beach ,33414,33414,10 to 30 miles
-80.53289795,27.09719849,MARTIN,34956,34956,30 to 50 miles
-82.05130005,29.00709534,Marion,34470,34480,More than 70 miles
-82.09100342,26.9855957,charlotte,33952,33952,1 to 10 mile
-80.67359924,28.01699829,Brevard,32908,32908,1 to 10 mile
-81.49279785,28.58979797,Orange,32810,32819,More than 70 miles
-81.30549622,28.6078949,Seminole,32751,32751,50 to 70 miles
-81.92040253,27.94749451,Polk,33830,33830,50 to 70 miles
-82.25520325,27.06329346,Sarasota ,34287,34287,10 to 30 miles
-81.74330139,29.94299316,Lake,34748,34748,More than 70 miles
-84.33860016,30.17550659,Leon,32303,32309,More than 70 miles
-81.94319916,26.62919617,Lee,33993,33993,1 to 10 mile
-85.26899719,29.84089661,gulf,32465,32465,10 to 30 miles
-80.22229767,26.0697937,FL,33314,33314,1 to 10 mile
-80.35679626,25.65859985,Miami dade,33157,33157,1 to 10 mile
-73.99749756,40.73080444,Dade,33141,33141,10 to 30 miles
-81.19760132,28.51060486,Orange,32817,32817,50 to 70 miles
-82.47229767,27.93919373,polk,33801,33801,More than 70 miles
-82.77950287,27.9828949,Pinellas,33755,33755,1 to 10 mile
-80.15850067,26.34829712,Palm Beach,33433,33433,1 to 10 mile
-80.26850128,26.1499939,broward,33322,30075,10 to 30 miles
-75.09960175,40.20680237,Orange,34786,34786,50 to 70 miles
-82.61730194,28.3578949,Pasco,34610,34610,30 to 50 miles
-81.63189697,28.47680664,Lake,34711,34711,More than 70 miles
-84.79270172,43.61470032,Volusia,48858,32176,Within 1 mile
-81.22149658,26.23039246,Lee County,33905,33905,10 to 30 miles
-80.16249847,25.93319702,Broward,33009,33180,1 to 10 mile
-82.35469818,28.59150696,LEVY,32626,32626,30 to 50 miles
-80.23480225,25.85299683,miami,33147,33147,30 to 50 miles
-81.16470337,28.53410339,Florida,32828,32825,50 to 70 miles
-80.33470154,25.60319519,dade,33157,33157,1 to 10 mile
-81.34750366,28.70579529,Seminole ,32708,32707,More than 70 miles
-81.63189697,28.47680664,Orange,32712,32712,50 to 70 miles
-80.75340271,28.07820129,Brevard,32901,32901,1 to 10 mile
-81.58509827,30.27929688,Duval,32211,32211,10 to 30 miles
-81.71900177,30.09660339,st johns,32082,32082,Within 1 mile
-81.44799805,28.38529968,Hillsborough,33606,33606,1 to 10 mile
-82.49089813,29.81419373,Suwannee,32064,32064,More than 70 miles
-80.27529907,26.18069458,Broward,33351,33351,1 to 10 mile
-96.81099701,44.32620239,Polk,33809,45844,30 to 50 miles
-80.40440369,25.73629761,miami dade,33186,33186,10 to 30 miles
-80.20439911,25.76649475,Palm Beach County,33133,33469,Within 1 mile
-82.52549744,28.47689819,Hernando,34602,34602,10 to 30 miles
-81.27629852,28.68119812,seminole,32708,32708,30 to 50 miles
-71.35389709,41.87840271,Lee,2861,90016,1 to 10 mile
-82.51170349,27.88670349,Hillsborough,33611,33527,10 to 30 miles
-82.45839691,27.94749451,Hillsborough,33614,33614,10 to 30 miles
-82.37989807,27.9178009,polk,33811,33811,30 to 50 miles
-81.62210083,28.63439941,Nassau,32011,32011,10 to 30 miles
-84.17250061,30.3993988,Leon,32305,32305,50 to 70 miles
-81.77929688,27.50630188,Hardee,33872,33872,More than 70 miles
-81.3513031,28.32600403,Osceola,34744,34744,30 to 50 miles
-82.44760132,28.13600159,Hillsborough,33566,33566,10 to 30 miles
-82.08039856,27.99490356,Hillsborough,33566,33566,More than 70 miles
-80.05919647,26.62030029,Palm Beach,33401,33401,Within 1 mile
-80.50990295,25.48449707,Miami Dade,33030,33030,30 to 50 miles
-80.05919647,26.62030029,Palm beach county,33460,33460,Within 1 mile
-81.13500214,29.49310303,Flagler,32110,32110,10 to 30 miles
-80.05919647,26.62030029,Palm beach county,33414,33414,1 to 10 mile
-81.40969849,28.49130249,Orange,32839,32839,More than 70 miles
-80.05919647,26.62030029,PBeach county,33426,33426,1 to 10 mile
-81.40969849,28.49130249,Orange,32839,32839,More than 70 miles
-82.41680145,28.15910339,pasco,34638,34638,30 to 50 miles
-80.1937027,25.77430725,Broward,33328,33328,10 to 30 miles
-82.99880219,39.9611969,seminole,32746,32771,30 to 50 miles
-80.40630341,25.70860291,FLORIDA,33193,33193,30 to 50 miles
-80.12560272,26.02510071,broward,33019,33019,Within 1 mile
-82.45149994,28.09069824,Hillsborough,33637,33637,10 to 30 miles
-81.3792038,28.53829956,marion,34479,34479,30 to 50 miles
-80.25119781,26.63859558,Palm Beach,33476,33476,10 to 30 miles
-80.40440369,25.73629761,miami,34237,92111,10 to 30 miles
-80.34339905,25.98249817,Broward,33029,33029,10 to 30 miles
-82.41899872,27.94439697,Pinellas,33772,33772,30 to 50 miles
-80.35679626,25.65859985,miami dade,33186,33186,10 to 30 miles
-84.49839783,33.86329651,Leon,32305,32305,More than 70 miles
-81.78970337,28.50500488,Lake,34711,55372,More than 70 miles
-81.3792038,28.53829956,Orange,32809,32809,30 to 50 miles
-80.26560211,26.24360657,Broward,33067,33067,1 to 10 mile
-84.25389862,30.42030334,leon,32301,32301,30 to 50 miles
-81.73639679,26.15260315,Collier,34104,48183,1 to 10 mile
-81.68099976,24.58569336,Florida,33040,33040,Within 1 mile
-80.41870117,25.49029541,Miami Dade,33033,33033,1 to 10 mile
-123.0065002,44.63639832,Miami Dade,33183,33183,10 to 30 miles
-81.94380188,26.57449341,Okeechobee,34974,34974,50 to 70 miles
-81.73539734,30.34469604,Duval,32219,33418,10 to 30 miles
-80.29599762,26.02520752,Broward,33325,33325,10 to 30 miles
-80.75340271,28.07820129,brevard,32909,32909,10 to 30 miles
-81.51499939,30.28660583,Duval,32250,32250,10 to 30 miles
-84.38069916,30.38360596,Leon,32310,32025,50 to 70 miles
-81.86299896,30.08309937,CLAY,32068,32068,10 to 30 miles
-80.38400269,26.11430359, Broward,33025,33025,1 to 10 mile
-82.4076004,29.57310486,Alachua,32601,32601,50 to 70 miles
-84.64649963,30.93009949,gadsen,32333,30051,50 to 70 miles
-80.27230072,26.10009766,Broward,33324,33363,1 to 10 mile
-80.41200256,25.66149902,Miami Dade,33196,33196,1 to 10 mile
-80.27940369,25.9828949,Broward,33026,33026,10 to 30 miles
-80.33059692,27.44250488,St Lucie,34947,34947,1 to 10 mile
-122.3278961,47.83540344,Brevard,32955,98087,1 to 10 mile
-87.21230316,30.53819275,escambia,32514,32507,Within 1 mile
-87.31620026,30.61579895,Orange,32792,32533,More than 70 miles
-80.22229767,26.0697937,Broward,33314,33314,1 to 10 mile
-66.61669922,10.46670532,Miami Dade,33032,33032,More than 70 miles
-82.02709961,26.69830322,Lee,33909,33909,1 to 10 mile
-81.94319916,26.62919617,lee,33990,33990,1 to 10 mile
-87.65170288,41.84829712,MiamiDade,33137,33137,1 to 10 mile
-118.2440033,34.05439758,PUTNAM,32181,32181,50 to 70 miles
-80.31700134,25.93719482,Palm Beach,33434,33434,1 to 10 mile
-82.52400208,27.94299316,hillsborough,33609,33609,1 to 10 mile
-81.6446991,30.35090637,Duval,32209,32206,1 to 10 mile
-86.875,30.44670105,Hillsborough,33647,33647,10 to 30 miles
-81.67359924,27.97309875,orange,33809,32808,More than 70 miles
-80.12560272,26.02510071,Dade,33138,33138,10 to 30 miles
-81.36180115,28.83009338,ORANGE,32792,32792,More than 70 miles
-82.35289764,28.12030029,Hillsborough,33647,33647,10 to 30 miles
-87.2173996,30.46209717,Escambia,32503,32503,1 to 10 mile
-81.37059784,28.54449463,Saint Lucie,32792,34951,10 to 30 miles
-87.65170288,41.84829712,Miami Dade,33014,33014,10 to 30 miles
-82.58540344,29.83230591,Suwannee,32060,32060,50 to 70 miles
-80.41529846,26.11360168,Broward,33327,33326,30 to 50 miles
-81.83879852,30.5670929,union,32054,32054,30 to 50 miles
-82.22899628,27.915802,Hillsborough,33511,33312,10 to 30 miles
-82.15619659,29.26170349,Marion,34475,34475,50 to 70 miles
-81.78970337,28.50500488,Lake,34711,34711,More than 70 miles
-80.41870117,25.49029541,Miami Dade County,33034,33030,1 to 10 mile
-80.29199982,27.29649353,Saint Lucie,34983,34983,10 to 30 miles
-81.49510193,28.20399475,Osceola,34759,34759,50 to 70 miles
-80.66069794,28.25190735,Leon,32301,32301,30 to 50 miles
-82.35289764,28.12030029,Hillsborough,33647,33647,10 to 30 miles
-81.23480225,28.88409424,Volusia,32725,32725,10 to 30 miles
-82.23590088,27.04420471,Sarasota,34291,34291,1 to 10 mile
-87.2173996,30.46209717,Brevard,32505,32901,Within 1 mile
-90.89990234,30.42979431,Duval,32225,32225,1 to 10 mile
-81.48120117,27.41760254,Highlands,33852,33852,More than 70 miles
-80.09020233,26.6638031,Palm Beach,33435,33435,1 to 10 mile
-82.6595993,28.21580505,PASCO,34690,34690,1 to 10 mile
-82.58979797,28.78050232,Citrus,34429,34429,10 to 30 miles
-95.13600159,29.57229614,Leon,32303,32303,30 to 50 miles
-81.23480225,28.88409424,Volusia,32738,32738,10 to 30 miles
-81.38230133,27.5007019,Hardee,33873,32534,30 to 50 miles
-82.01979828,27.00210571,Charlotte,55425,33952,1 to 10 mile
-85.5019989,30.2315979,Bay,32409,32444,30 to 50 miles
-82.0134964,27.98570251,polk,33803,33803,More than 70 miles
-82.36250305,28.04989624,Hillsborough,33592,33592,1 to 10 mile
-81.3513031,28.32600403,Orange,32805,32805,More than 70 miles
-81.63189697,28.47680664,Orange,34787,34787,50 to 70 miles
-81.67169952,30.49009705,Jacksonville,32208,32208,50 to 70 miles
-81.91850281,28.92349243,Marion,34472,34479,50 to 70 miles
-86.62979889,30.42179871,okaloosa,32548,32548,Within 1 mile
-82.03399658,26.90550232,Charlotte,33982,33947,1 to 10 mile
-81.78959656,26.29679871,Lee,33966,33966,30 to 50 miles
-82.22899628,27.915802,HILLSBOROUGH,33511,33511,10 to 30 miles
-82.53829956,29.13040161,Marion,34432,34432,10 to 30 miles
-81.74330139,29.94299316,Clay,32043,32043,30 to 50 miles
-87.2173996,30.46209717,Santa rosa,32583,32583,10 to 30 miles
-82.3608017,28.86749268,citrus,34450,34450,30 to 50 miles
-82.43139648,27.71009827,Hurricane,33573,33573,10 to 30 miles
-87.34960175,30.39190674,Escambia,32526,32526,1 to 10 mile
-80.41870117,25.49029541,Miami ,33031,33031,10 to 30 miles
-81.52980042,28.57040405,Orange,34787,34787,More than 70 miles
-80.21099854,25.99099731,Broward County,33024,33024,1 to 10 mile
-80.85230255,28.53109741,Brevard,32780,32780,1 to 10 mile
-81.91850281,28.92349243,Marion,34472,34472,50 to 70 miles
-82.51499939,27.25849915,Sarasota,34231,34231,Within 1 mile
-81.48390198,28.82569885,Lake,32776,32776,30 to 50 miles
-81.78970337,28.50500488,Volusia,32738,32738,10 to 30 miles
-82.41699982,28.01460266,Hillsborough,33612,33612,10 to 30 miles
-80.35939789,25.73410034,DADE,33165,33165,10 to 30 miles
-80.17759705,26.29769897,Broward,33065,33065,10 to 30 miles
-86.80249786,33.52070618,Escambia,32506,32506,10 to 30 miles
-74.46369934,40.55160522,Polk,33813,33813,More than 70 miles
-82.37969971,27.79670715,Pinellas,34684,34684,1 to 10 mile
-82.22899628,27.915802,Hillsborough,33594,33594,30 to 50 miles
-80.30200195,27.37139893,St Lucie,34951,34951,1 to 10 mile
-81.82019806,30.42999268,Duval,32204,32257,10 to 30 miles
-81.50489807,29.93029785,St Johns,32092,32092,1 to 10 mile
-81.39759827,29.04530334,Volusia,32763,32763,10 to 30 miles
-80.45819855,25.55839539,Broward,33025,33025,10 to 30 miles
-82.30239868,27.90029907,Pinellas,33705,33705,Within 1 mile
-82.0134964,27.98570251,Polk,33811,33811,50 to 70 miles
-81.3792038,28.53829956,Seminole,32765,32765,10 to 30 miles
-81.90429688,28.04069519,polk,33805,33805,More than 70 miles
-87.2582016,30.45779419,escambia,32526,32526,1 to 10 mile
-80.15180206,25.98629761,Broward,33009,92614,Within 1 mile
-82.35289764,28.12030029,hillsborough,33603,33603,1 to 10 mile
-82.51909637,29.00230408,gilchrist,32619,32619,10 to 30 miles
-82.45010376,27.08399963,Sarasota,34285,34285,Within 1 mile
-80.39649963,25.91220093,Miami Dade County,33018,33018,10 to 30 miles
-80.22380066,26.1829071,Broward,33066,33066,10 to 30 miles
-81.43659973,28.38989258,Orange,32821,32821,50 to 70 miles
-81.98970032,28.94000244,St Johns,32084,32084,1 to 10 mile
-80.18009949,25.92739868,Dade,33162,33162,10 to 30 miles
-81.77149963,30.16720581,Clay,32073,32073,10 to 30 miles
-81.55180359,28.48069763,citrus,34481,34461,50 to 70 miles
-81.62480164,26.62539673,charlotte,33952,33952,1 to 10 mile
-81.58719635,30.37030029,Duval,32277,32211,Within 1 mile
-84.35399628,30.45629883,Gadsden,32343,32343,More than 70 miles
-81.37059784,28.54449463,Osceola,34746,34746,50 to 70 miles
-80.40350342,27.64680481,Indian River,32968,32968,1 to 10 mile
-82.32009888,28.2059021,Pasco,33544,33544,10 to 30 miles
-82.12660217,27.02279663,Charlotte,33954,33954,10 to 30 miles
-81.28949738,28.39959717,Orange,32827,32827,10 to 30 miles
-81.85549927,28.73939514,Volusia,32763,32763,10 to 30 miles
-80.27069855,25.72000122,dade,33126,33126,10 to 30 miles
-82.75509644,27.91119385,Pinellas,33770,33770,1 to 10 mile
-81.69529724,29.68649292,putnam,32181,32181,10 to 30 miles
-82.46219635,27.95779419,hillsborough,33603,33603,10 to 30 miles
-81.31780243,28.75889587,Seminole,32746,32732,50 to 70 miles
-82.38549805,29.67660522,Alachua,32605,32605,50 to 70 miles
-81.36620331,28.6638031,sEMINOLE,32714,32707,10 to 30 miles
-80.2276001,26.30329895,Broward,33067,33067,1 to 10 mile
-80.61219788,28.32569885,Brevard,32931,32920,Within 1 mile
-81.93370056,28.00979614,Polk,33803,33803,30 to 50 miles
-82.51170349,27.88670349,Hillsborough,33611,33596,30 to 50 miles
-82.59539795,28.17640686,Hillsborough,33556,33556,1 to 10 mile
-82.59049988,28.00639343,FL,33604,33604,10 to 30 miles
-82.38950348,28.93559265,FL,34452,34452,30 to 50 miles
-81.43360138,28.61849976,Hillsborough,33584,33610,10 to 30 miles
-81.48349762,28.52250671,Orange,32808,32808,50 to 70 miles
-80.29199982,27.29649353,st lucie,34952,34952,1 to 10 mile
-82.58350372,27.48280334,Manatee,34205,34205,10 to 30 miles
-82.6595993,28.21580505,Pasco,34655,34655,1 to 10 mile
127.7589111,26.35600281,Broward County,33027,33027,10 to 30 miles
-82.32649994,27.86610413,Hillsborough,33579,33578,30 to 50 miles
-81.6977005,25.93760681,Collier,34145,34145,Within 1 mile
-81.49279785,28.58979797,orange,32818,32818,50 to 70 miles
-81.71289825,26.62289429,Highlands,33825,33825,50 to 70 miles
-84.33860016,30.17550659,wakulla,32327,32327,10 to 30 miles
-80.21859741,26.21400452,broward,33063,33063,10 to 30 miles
-81.77749634,30.12939453,Clay,32065,32065,10 to 30 miles
-80.34880066,27.31739807,Saint Lucie,34983,32948,10 to 30 miles
-81.23880005,28.49589539,orange,32807,32807,30 to 50 miles
-82.40129852,28.00100708,Hillsborough,33610,33610,10 to 30 miles
-81.43360138,28.61849976,Orange,32810,32810,More than 70 miles
-82.00289917,29.12519836,MARION,24472,34472,More than 70 miles
-81.35780334,28.51010132,Marion,34480,34480,More than 70 miles
-80.12560272,26.02510071,Dade,33169,33169,1 to 10 mile
-80.67359924,28.01699829,Brevard,32909,32909,10 to 30 miles
-81.50489807,29.93029785,St Johns,32259,32259,10 to 30 miles
-97.02490234,32.66059875,Orange,32817,32817,30 to 50 miles
-82.03990173,28.14790344,polk,33810,33810,10 to 30 miles
-81.78959656,26.29679871,Collier,34108,34108,Within 1 mile
-82.23639679,27.93789673,Hillsborough,33547,33547,10 to 30 miles
-84.33209991,30.52520752,Leon,32303,32303,30 to 50 miles
-82.25009918,27.13409424,Sarasota,34286,34286,10 to 30 miles
-81.16470337,28.53410339,orange,32825,32825,10 to 30 miles
-84.33209991,30.52520752,leon,32303,32303,More than 70 miles
-82.52390289,28.0821991,Hillsborough,33613,33613,10 to 30 miles
-80.10089874,26.31100464,Broward ,33442,33442,10 to 30 miles
-85.64230347,30.23320007,Bay County,32444,32444,1 to 10 mile
-82.51170349,27.88670349,Hillsbourogh,33611,33611,1 to 10 mile
-80.20780182,26.58839417,Palm Beach ,33463,33463,10 to 30 miles
-81.77799988,30.26559448,Duval,32210,32210,10 to 30 miles
-82.59049988,28.00639343,Hillsborough ,33626,33626,1 to 10 mile
-81.63189697,28.47680664,ORANGE,34761,34761,More than 70 miles
-86.04160309,36.32020569,Duval,32218,32218,30 to 50 miles
-82.47969818,28.25799561,Pasco,33558,33558,10 to 30 miles
-80.21099854,25.99099731,broward,33023,33023,1 to 10 mile
-84.33209991,30.52520752,Leon,32303,32301,50 to 70 miles
-82.6772995,27.8177948,Pinellas,33702,33702,10 to 30 miles
-80.37969971,27.24980164,Saint Lucie,34953,34953,10 to 30 miles
-80.33470154,25.60319519,Miami Dade,33176,33176,1 to 10 mile
-80.12989807,26.59579468,pbc,33461,33461,1 to 10 mile
-84.21759796,30.47309875,Leon,32308,32308,More than 70 miles
-81.40969849,28.49130249,Orange,32806,32806,1 to 10 mile
-93.31759644,37.21899414,Broward,33331,33331,1 to 10 mile
-84.33209991,30.52520752,FL,32312,32312,More than 70 miles
-82.32479858,29.65159607,Martin,32643,32643,More than 70 miles
-82.65419769,27.87150574,Pinellas,33702,33702,Within 1 mile
-82.65419769,27.87150574,Hillsborough,33611,33611,Within 1 mile
-66.91670227,10.5,miami,33198,33198,30 to 50 miles
-82.65049744,28.38189697,Pasco,34667,34667,Within 1 mile
-82.67199707,27.89590454,Pinellas,33778,33778,1 to 10 mile
-81.98970032,28.94000244,Marion,34472,34472,50 to 70 miles
-80.46330261,27.59869385,Indian River,32966,32966,1 to 10 mile
-82.75209808,27.88119507,Beaufort,34698,33770,Within 1 mile
-80.38529968,27.59210205,Indian River,32962,32962,1 to 10 mile
-81.52999878,26.2888031,Collier,34116,34117,1 to 10 mile
-81.44090271,27.49560547,Highlands,33875,33875,50 to 70 miles
-81.26080322,28.56629944,Orange,32828,32828,30 to 50 miles
-80.33470154,25.60319519,miami dade,33158,33158,1 to 10 mile
-81.70110321,26.39970398,Lee,33967,33967,1 to 10 mile
-97.8219986,37.75100708,Clay,32065,32065,10 to 30 miles
-82.53029633,27.86399841,Hillsborough,33611,33611,Within 1 mile
-81.87539673,26.62309265,LEE,33901,33917,1 to 10 mile
-80.11029816,26.52810669,west palm beach,33435,33435,1 to 10 mile
-80.41200256,25.66149902,broward,33186,33186,50 to 70 miles
-84.35399628,30.45629883,Lee,32304,33919,30 to 50 miles
-82.4937973,27.97309875,Hillsborough,33607,33607,1 to 10 mile
-80.35820007,25.70140076,Miami dade,33155,33155,1 to 10 mile
-81.93370056,28.00979614,Polk,33803,33803,30 to 50 miles
-82.5306015,27.4828949,sarasota,34243,34243,1 to 10 mile
-81.94319916,26.62919617,Lee,33990,33990,Within 1 mile
-80.64299774,26.69509888,Palm Beach,33430,33430,30 to 50 miles
-80.20729828,36.02749634,Sarasota,27050,34285,Within 1 mile
-82.59049988,28.00639343,Hillsborough,33615,33615,Within 1 mile
-82.48249817,36.30220032,Melbourne,32907,32907,Within 1 mile
-75.1638031,39.95230103,Seminole,32750,32750,30 to 50 miles
-80.06639862,26.52529907,Palm Beach,33411,33411,10 to 30 miles
-82.35289764,28.12030029,Polk,33844,33844,50 to 70 miles
-80.45819855,25.55839539,Miami Dade,33018,33018,10 to 30 miles
-81.62210083,28.63439941,Orange,32832,32832,50 to 70 miles
-80.34339905,25.98249817,broward,33024,33024,1 to 10 mile
-81.36180115,28.83009338,seminole,32746,32746,30 to 50 miles
-80.18109894,25.85350037,Miami,33145,33145,1 to 10 mile
-82.72409821,28.02909851,Hillsborough,34695,99503,Within 1 mile
-82.52549744,28.47689819,Hernando,34609,34609,10 to 30 miles
-82.39019775,28.03739929,Hillsborough,33617,33617,30 to 50 miles
-80.34880066,27.31739807,st lucie,34953,34953,1 to 10 mile
-80.25800323,26.27200317,Broward,33065,33065,50 to 70 miles
-80.27010345,26.30310059,Broward,32817,33067,10 to 30 miles
-85.67220306,30.20120239,Bay,32401,32401,1 to 10 mile
-80.11930084,26.23339844,broward,33060,33060,1 to 10 mile
