lon,lat,county,current_zipcode,preIrma_zipcode,coast_dist
-81.93370056,28.00979614,USA ,33801,33801,10 to 30 miles
-81.73539734,30.34469604,duval,32220,32220,30 to 50 miles
-80.67359924,28.01699829,Brevard,32907,32907,1 to 10 mile
-81.27629852,28.68119812,Seminole,32708,32708,30 to 50 miles
-82.12999725,30.25579834,Baker,32063,32063,30 to 50 miles
-81.86209869,26.48669434,Lee,33901,33920,10 to 30 miles
-81.26080322,28.56629944,Seminole,32707,32707,30 to 50 miles
-71.64060211,10.63169861,miami,78045,33102,10 to 30 miles
-66.91670227,10.5,Broward,33326,33326,30 to 50 miles
-81.77290344,28.5493927,orange,34714,34714,30 to 50 miles
-82.52300262,28.15209961,Hillsborough,33624,33624,10 to 30 miles
-81.44100189,28.58009338,Ducal ,32224,32224,10 to 30 miles
-81.71289825,26.62289429,Lee,33976,18018,10 to 30 miles
-84.38800049,33.74899292,Polk,33838,11930,10 to 30 miles
-81.58509827,30.27929688,Florida,32216,32216,10 to 30 miles
-82.49089813,29.81419373,Nassau,32246,32011,10 to 30 miles
-81.32779694,28.67779541,Seminole,32708,32708,50 to 70 miles
-122.4194031,37.77490234,Orange,32825,32825,30 to 50 miles
-80.67359924,28.01699829,Brevard,32908,32908,10 to 30 miles
-81.58899689,28.31199646,Osceola,34747,34747,50 to 70 miles
-81.60679626,28.19110107,Polk,33837,33837,More than 70 miles
-82.39040375,30.0316925,Nassau,32034,32034,10 to 30 miles
-82.39040375,30.0316925,Nassau,32046,32046,10 to 30 miles
-81.63189697,28.47680664,Seminole,32701,32701,30 to 50 miles
-80.25800323,26.27200317,Broward,33065,33065,10 to 30 miles
-81.30549622,28.6078949,Orange,32792,32792,50 to 70 miles
-80.38739777,27.44309998,st lucie,34982,34984,1 to 10 mile
-87.71029663,41.69540405,Broward,60628,33063,10 to 30 miles
-80.09159851,26.76159668,Palm Beach,33404,33404,1 to 10 mile
-83.37950134,42.5428009,miami dade ,33146,33146,More than 70 miles
-81.43659973,28.38989258,Orange,32837,32837,50 to 70 miles
-87.63680267,41.89979553,Orange,32806,32806,50 to 70 miles
-80.13500214,26.93699646,Palm Beach,33458,33458,1 to 10 mile
-80.1434021,26.12229919,Miami Dade,33145,33145,1 to 10 mile
-81.94319916,26.62919617,Lee,33993,33993,1 to 10 mile
-81.94319916,26.62919617,Lee,33909,33909,1 to 10 mile
-80.11029816,26.52810669,Palm Beach,33435,33435,Within 1 mile
-80.35820007,25.70140076,Miami Dade,33165,33165,1 to 10 mile
,,broward,33023,33023,10 to 30 miles
-82.57479858,27.49890137,polk county,33860,33860,10 to 30 miles
-82.14189911,28.0184021,Hillsborough,33563,33563,50 to 70 miles
-82.728302,27.78970337,Pinellas,33710,33710,1 to 10 mile
-87.34960175,30.39190674,escambia,32506,32506,Within 1 mile
-81.49279785,28.58979797,Pr,32714,32818,50 to 70 miles
-82.59049988,28.00639343,Hillsborough,33635,33635,10 to 30 miles
-81.43360138,28.61849976,HILLSBOROUGH,33619,33619,Within 1 mile
-81.69529724,29.68649292,Putnam,32189,32189,10 to 30 miles
-82.35289764,28.12030029,Hillsbourough,33647,33647,30 to 50 miles
-82.63179779,27.85629272,Pinellas,33764,33764,1 to 10 mile
-80.44730377,25.08650208,Monroe,33037,33037,Within 1 mile
-81.35780334,28.51010132,orange,32806,32806,30 to 50 miles
-85.59480286,30.63439941,broward,33306,33306,Within 1 mile
-81.23880005,28.49589539,Orange,32825,32825,30 to 50 miles
-81.36620331,28.6638031,Orange,32835,32835,50 to 70 miles
-81.51580048,28.73129272,marion,34480,34480,50 to 70 miles
-80.76450348,28.28160095,Brevard,32922,32922,10 to 30 miles
-80.22229767,26.0697937,broward,33073,33073,1 to 10 mile
-80.64430237,35.29840088,Manatee,34203,28405,10 to 30 miles
-123.3983002,42.37939453,Seminole,97520,32714,30 to 50 miles
-80.66069794,28.25190735,Brevard,32952,32952,1 to 10 mile
-82.4076004,29.57310486,alachua,32608,32607,50 to 70 miles
-81.63469696,30.1578064,duval,32244,32244,30 to 50 miles
-81.67359924,27.97309875,Polk,33897,33897,50 to 70 miles
-82.05259705,26.98300171,Lee,33908,33931,Within 1 mile
-81.36180115,28.83009338,Seminole,32746,32746,30 to 50 miles
-82.48709869,28.07710266,Hillsborough,33618,33618,10 to 30 miles
-81.53479767,28.49560547,orange,34786,34786,50 to 70 miles
-81.19760132,28.51060486,Orange,32826,22554,30 to 50 miles
-81.39759827,29.04530334,Lake,32720,32725,10 to 30 miles
-82.02709961,26.69830322,Glades,33471,33162,More than 70 miles
-103.3332977,20.66670227,Palm Beach,33458,33458,1 to 10 mile
-85.26899719,29.84089661,none,32403,7716,10 to 30 miles
-80.13500214,26.93699646,palm beach,33458,33458,1 to 10 mile
-81.19480133,29.30050659,Volusia,32117,32117,10 to 30 miles
-81.30549622,28.6078949,ORANGE,32803,32803,10 to 30 miles
-82.65049744,28.38189697,pasco,34668,34668,10 to 30 miles
-81.98970032,28.94000244,Marion,32179,32179,30 to 50 miles
-84.33209991,30.52520752,Leon,32303,32303,30 to 50 miles
-81.51820374,30.17959595,Duval,32246,32246,1 to 10 mile
-81.19760132,28.51060486,Orange,32812,32812,30 to 50 miles
-81.78970337,28.50500488,Lake,34711,32114,More than 70 miles
-80.05919647,26.62030029,palm beach,33441,33487,1 to 10 mile
-82.00289917,29.12519836,Marion,34480,34480,50 to 70 miles
-81.67169952,30.49009705,duval,32218,32218,1 to 10 mile
-81.19760132,28.51060486,orange,32832,2360,10 to 30 miles
-80.8431015,35.22709656,Hillsborough,33569,33569,10 to 30 miles
-80.40910339,26.00900269,Broward,33029,33029,10 to 30 miles
-82.27970123,27.82229614,Hillsborough,33578,33578,10 to 30 miles
-80.18720245,25.81410217,Dade,33126,33175,10 to 30 miles
-81.81359863,27.88890076,hillsborough,33567,33567,10 to 30 miles
-82.30239868,27.90029907,Hillsborough,33578,33629,Within 1 mile
-80.61219788,28.32569885,Brevard,32920,32920,Within 1 mile
-80.35359955,33.88079834,Broward,29153,33331,10 to 30 miles
-80.62400055,28.0717926,Brevard,32904,32904,1 to 10 mile
-81.62210083,28.63439941,Duval,32206,32206,10 to 30 miles
-81.90429688,28.04069519,Polk,33801,33801,50 to 70 miles
-82.32649994,27.86610413,Hillsborough,33510,33510,50 to 70 miles
-80.33470154,25.60319519,Dade,33176,33176,1 to 10 mile
-81.42639923,30.28779602,Duval,32246,32246,1 to 10 mile
-81.62989807,30.64579773,Nassau,32097,32097,10 to 30 miles
-80.20780182,26.58839417,broward,33063,33063,1 to 10 mile
-87.31620026,30.61579895,Escambia,32504,32504,10 to 30 miles
-82.45069885,28.05110168,Hillsborough,33620,33620,10 to 30 miles
-82.17900085,28.23370361,Pasco,33540,33540,50 to 70 miles
-82.40129852,28.00100708,Lake,34714,34714,50 to 70 miles
-80.1257019,26.14889526,Broward,33306,33306,Within 1 mile
-82.35289764,28.12030029,pasco,33543,33543,10 to 30 miles
-80.29199982,27.29649353,St Lucie,34952,34952,1 to 10 mile
-82.69229889,28.01449585,pinellas,34695,34695,Within 1 mile
-85.72669983,30.15209961,bay,32408,32408,Within 1 mile
-84.20549774,30.57949829,Florida Jefferson,32344,32344-5918,30 to 50 miles
-80.3852005,25.52250671,MiamiDade,33032,33032,10 to 30 miles
-81.31780243,28.75889587,Seminole,32771,32707,30 to 50 miles
-81.49900055,30.353302,duval,32256,32256,10 to 30 miles
-82.76249695,28.08590698,Pinellas,34685,34685,1 to 10 mile
-80.17289734,26.14520264,Broward,33311,33315,30 to 50 miles
-82.72899628,27.81889343,Polk,33781,33881,50 to 70 miles
-81.40750122,28.52810669,Orange,32801,32801,More than 70 miles
-82.00689697,28.04379272,Polk,33815,33815,10 to 30 miles
-81.2928009,28.24159241,Osceola,34769,34769,50 to 70 miles
-80.71080017,28.14239502,Brevard,32934,32934,10 to 30 miles
-82.12999725,30.25579834,Baker,32040,32040,30 to 50 miles
-84.33209991,30.52520752,Polk,33813,33813,50 to 70 miles
-80.22380066,26.1829071,Florida,33004,33004,10 to 30 miles
-80.41200256,25.66149902,DADE,33184,33184,10 to 30 miles
-82.35289764,28.12030029,Pasco,33544,33544,50 to 70 miles
-80.31700134,25.93719482,Miami Dade,33055,33055,10 to 30 miles
-82.38549805,29.67660522,Brevard ,32606,32920,Within 1 mile
-82.25009918,27.13409424,Sarasota,34286,34286,10 to 30 miles
-81.90429688,28.04069519,Polk,33801,33801,More than 70 miles
-82.35250092,27.04069519,Sarasota County,34285,34285,1 to 10 mile
-81.67359924,27.97309875,Miami Dade,33016,33016,10 to 30 miles
-82.47229767,28.93449402,hillsboro,33615,32607,1 to 10 mile
-76.7480011,39.20579529,Hillsbourough,33612,33612,30 to 50 miles
-82.75209808,27.88119507,Pinallas,33771,65301,1 to 10 mile
-96.05269623,41.26150513,Florida,32803,32803,30 to 50 miles
-80.13230133,25.82040405,MiamiDade,33180,33180,1 to 10 mile
-80.64160156,41.09199524,pinnelas,33770,33770,10 to 30 miles
-84.25389862,30.42030334,leon,32304,32304,30 to 50 miles
-86.2594986,31.29359436,Santa Rosa,36467,32571,10 to 30 miles
-81.79299927,28.88439941,Sumter,33513,33513,30 to 50 miles
-97.8219986,37.75100708,Washington ,32428,32428,50 to 70 miles
-80.2276001,26.30329895,Broward,33067,33067,1 to 10 mile
-80.27069855,25.72000122,Miami Dade,33137,33137,Within 1 mile
-81.44100189,28.58009338,orange,32808,32808,More than 70 miles
-84.33209991,30.52520752,Leon,32304,32304,30 to 50 miles
-82.23639679,27.93789673,hillsborough,33569,33569,50 to 70 miles
-82.6595993,28.21580505,pasco,34653,34653,10 to 30 miles
-81.27629852,28.68119812,Seminole,32707,32707,30 to 50 miles
-80.2071991,26.70629883,Florida,33409,33409,1 to 10 mile
-81.73100281,27.97979736,Polk,33850,33850,More than 70 miles
37.61500549,55.7519989,Orange,32836,32836,30 to 50 miles
-82.32479858,29.65159607,Alachua,32611,32611,More than 70 miles
-80.82330322,28.39039612,Brevard,32927,32927,10 to 30 miles
-120.9501038,37.67829895,Miami Dade,32824,33177,More than 70 miles
-82.63179779,27.85629272,Pinellas,33716,33705,10 to 30 miles
-82.75509644,27.91119385,Pinellas,33778,33760,1 to 10 mile
-80.12840271,26.66329956,Palm Beach,33463,33463,1 to 10 mile
-81.31199646,28.66160583,Orange,32789,32789,1 to 10 mile
-82.62789917,28.29269409,Pasco,34669,34669,10 to 30 miles
-80.33470154,25.60319519,Miami Dade,33157,33157,1 to 10 mile
-80.14360046,27.05450439,Martin,33455,83612,1 to 10 mile
-80.24440002,26.02059937,Miami Dade,33161,33161,30 to 50 miles
-82.47969818,28.25799561,Pasco,33558,48763,50 to 70 miles
-121.4004974,38.58529663,Clay,32065,32065,30 to 50 miles
-82.76409912,28.14759827,Pinellas,34685,34685,10 to 30 miles
-82.76409912,28.14759827,Pinellas,34681,34681,Within 1 mile
-95.82440186,29.78579712,Indian River,32962,32962,Within 1 mile
-82.51170349,27.88670349,Hillsborough,33611,33611,10 to 30 miles
-81.21749878,29.57060242,Flagler,32137,32137,10 to 30 miles
-81.0562973,28.99699402,volusia,32141,32141,1 to 10 mile
-86.875,30.44670105,Santa Rosa,32566,28315,1 to 10 mile
-81.77799988,30.26559448,Duval,32210,32210,10 to 30 miles
-84.33209991,30.52520752,Leon County,32304,32304,More than 70 miles
-84.33209991,30.52520752,Leon,32303,32303,10 to 30 miles
-81.21749878,29.57060242,FLAGLER,32164,32164,1 to 10 mile
-81.3513031,28.32600403,Osceola,34741,34741,30 to 50 miles
-82.08300018,29.19880676,Marion,34470,34470,30 to 50 miles
-81.39430237,28.57919312,Orange,34786,34786,50 to 70 miles
-82.51300049,28.48379517,hernando,34602,34602,50 to 70 miles
,,Hillsborough,33567,33567,30 to 50 miles
-81.7539978,30.21870422,Duval,32225,32250,1 to 10 mile
-80.64299774,26.69509888,Santa Rosa County,32570,32570,10 to 30 miles
-96.82170105,32.77870178,Lake,34762,34762,50 to 70 miles
-82.6595993,28.21580505,pasco,34655,34655,More than 70 miles
-80.29620361,25.78889465,dade,33126,33126,30 to 50 miles
,,Lee,33913,33903,30 to 50 miles
-82.54019928,27.33880615,Sarasota,34231,34231,Within 1 mile
-81.35890198,28.60240173,Seminole,32730,32730,More than 70 miles
-96.8207016,32.78250122,MARION,34470,34470,More than 70 miles
-95.3628006,29.77020264,Brevard,32935,32935,1 to 10 mile
-82.51300049,28.48379517,Hernando,34604,34604,10 to 30 miles
-82.25520325,27.06329346,Sarasota,34286,34286,1 to 10 mile
-81.19909668,28.67660522,Seminole County,32765,32765,More than 70 miles
-81.36180115,28.83009338,Seminole,32773,32773,30 to 50 miles
-80.08059692,26.57919312,Florida,33460,33460,1 to 10 mile
-80.38529968,27.59210205,indian river,32960,32960,1 to 10 mile
-80.20300293,25.75250244,Miami Dade,33133,33133,1 to 10 mile
-86.46299744,30.51429749,Okaloosa,32578,32578,1 to 10 mile
-81.33309937,28.49150085,Volusia,32132,32132,1 to 10 mile
-87.36009979,30.5019989,Escambia ,32503,32503,10 to 30 miles
-82.68779755,27.73269653,pinellas,33705,33705,Within 1 mile
-81.90339661,28.86500549,Lake,34788,34788,50 to 70 miles
-81.62480164,26.62539673,Lee,33976,33976,10 to 30 miles
-79.15920258,35.91329956,Palm Beach,33410,33410,10 to 30 miles
-80.07019806,26.72000122,Palm Beach,33411,33461,More than 70 miles
-84.20549774,30.57949829,Lee,33993,33993,30 to 50 miles
-84.33209991,30.52520752,leon,32303,32303,50 to 70 miles
-82.62789917,28.29269409,Pasco,34669,34669,1 to 10 mile
-82.39019775,28.03739929,Hillsborough,33617,33617,10 to 30 miles
-82.41410065,29.6381073,Alachua,32641,32641,More than 70 miles
-82.26129913,28.82130432,Citrus,34450,34450,10 to 30 miles
-81.49510193,28.20399475,osceola,34746,34746,30 to 50 miles
-81.94319916,26.62919617,Lee,33909,33909,1 to 10 mile
-81.63300323,30.290802,Duval,32210,32210,10 to 30 miles
-82.70939636,27.8625946,pinellas,33714,33714,1 to 10 mile
-80.1167984,26.27850342,Broward,33064,33064,1 to 10 mile
-84.29859924,30.44250488,Leon,32301,20009,30 to 50 miles
-82.65419769,27.87150574,Broward,33702,33323,1 to 10 mile
-82.51660156,28.75010681,Citrus,34446,34446,1 to 10 mile
-80.35939789,25.73410034,Miami Dade,33716,33176,10 to 30 miles
-82.71659851,27.83859253,Pinellas,33709,33709,1 to 10 mile
-82.82769775,27.88459778,Pinellas,33776,33776,1 to 10 mile
-81.39430237,28.57919312,Orange,32818,32818,More than 70 miles
-82.05130005,29.00709534,Marion,34480,34480,More than 70 miles
-95.3628006,29.77020264,Pasco,34668,11951,1 to 10 mile
-81.31939697,28.89390564,Volusia,32713,32713,30 to 50 miles
-81.67169952,30.49009705,Duval,32218,32218,10 to 30 miles
-82.52390289,28.0821991,HILLSBOROUGH,33624,33624,10 to 30 miles
-82.35250092,27.04069519,Sarasota ,34293,34238,1 to 10 mile
-85.623703,38.27059937,Volusia,32127,32127,1 to 10 mile
-82.59049988,28.00639343,Hillsborough,33615,33615,Within 1 mile
-82.69329834,28.24440002,pasco,34691,34691,10 to 30 miles
-82.19020081,29.02000427,Marion,34471,34471,50 to 70 miles
-82.4076004,29.57310486,Alachua,32669,32669,30 to 50 miles
-80.09420013,26.40950012,Palm Beach,33486,77494,1 to 10 mile
-80.20439911,25.76649475,Broward,33317,33317,Within 1 mile
-81.49900055,30.353302,clay,32225,32003,1 to 10 mile
-82.32649994,27.86610413,Hillsborough,33578,77532,10 to 30 miles
-82.03990173,28.14790344,polk,33805,33805,More than 70 miles
-81.62210083,28.63439941,Hillsborough,33547,33547,10 to 30 miles
-81.27110291,29.06970215,volusia,32724,32724,10 to 30 miles
-82.48709869,28.07710266,pinellas,33707,33707,1 to 10 mile
-82.51660156,28.75010681,Citrus,34446,34446,1 to 10 mile
-81.59580231,26.63600159,lee,33936,33936,10 to 30 miles
-81.78970337,28.50500488,Lake,34711,34711,50 to 70 miles
-81.32039642,28.28869629,Orange,32824,32824,50 to 70 miles
-81.19760132,28.51060486,osceola,32817,33848,30 to 50 miles
-84.46829987,33.72419739,Brevard,32907,32907,10 to 30 miles
-81.05799866,29.23699951,volusia,32114,32114,1 to 10 mile
-118.3927994,34.02020264,Mantee,34221,33714,1 to 10 mile
-80.67250061,28.46380615,Brevard,32952,32952,1 to 10 mile
-81.71130371,26.18730164,Collier,34116,34116,1 to 10 mile
-80.11100006,26.19059753,Broward,33308,33308,Within 1 mile
-79.10769653,36.05250549,Broward,33028,33028,10 to 30 miles
-82.4076004,29.57310486,Alachua County,32608,32608,10 to 30 miles
-81.21749878,29.57060242,Flagler,32137,32137,10 to 30 miles
-81.73509979,28.98219299,citrus,34436,34436,10 to 30 miles
-81.84059906,26.6217041,Lee,33912,33912,1 to 10 mile
-80.37969971,27.24980164,Pinellas,34953,33713,1 to 10 mile
-81.73059845,30.30430603,Duval,32244,32211,10 to 30 miles
-82.09670258,29.16540527,Marion,34475,32148,30 to 50 miles
-80.3839035,25.85879517,Broward County,33025,33025,10 to 30 miles
-81.74330139,29.94299316,Alachua,32618,32618,More than 70 miles
-81.05799866,29.23699951,Volusia ,32174,32174,10 to 30 miles
-81.43360138,28.61849976,Pinellas,33782,33782,10 to 30 miles
-91.15460205,30.45069885,escambia,32507,32507,Within 1 mile
-83.98799896,33.95620728,Indian River County,32962,32962,1 to 10 mile
-80.34339905,25.98249817,Miami Dade,33193,33193,10 to 30 miles
-90.6269989,38.80220032,Pasco,34652,35473,1 to 10 mile
-82.47969818,28.25799561,Pasco,34610,34610,30 to 50 miles
-82.30020142,27.33110046,Sarasota,34241,34241,1 to 10 mile
-82.47969818,28.25799561,Pasco,33556,33556,30 to 50 miles
-97.8219986,37.75100708,Monroe,34134,34134,Within 1 mile
-82.30239868,27.90029907,Hillsborough,33578,33578,More than 70 miles
-82.03990173,28.14790344,Polk,33810,33810,10 to 30 miles
-82.52400208,27.94299316,Hillsborough,33629,33629,1 to 10 mile
-80.16249847,25.93319702,Miami Beach,33140,33140,Within 1 mile
-80.6115036,28.0381012,Brevard,32905,32905,1 to 10 mile
-81.62989807,30.64579773,Nassau,32097,32097,10 to 30 miles
-80.14949799,26.01119995,FL,33064,33064,10 to 30 miles
-80.25800323,26.27200317,Coral Springs,33076,7202,10 to 30 miles
-80.40630341,25.70860291,Fl,33139,33139,10 to 30 miles
-73.98020172,40.72520447,Orange,10009,32751,50 to 70 miles
-80.33799744,26.71620178,Palm Beach,33470,33470,10 to 30 miles
-81.37059784,28.54449463,Alachua,32641,32641,50 to 70 miles
-82.51399994,27.3374939,Sarasota,34232,34232,1 to 10 mile
-81.98970032,28.94000244,Sumter,32162,32162,50 to 70 miles
-80.4076004,25.75660706,Miami,33184,33184,30 to 50 miles
-82.21779633,27.96710205,Hillsborough,33592,33592,30 to 50 miles
-80.24220276,25.94889832,miami dade,33055,33055,10 to 30 miles
-82.25009918,27.13409424,sarasota,34286,17109,1 to 10 mile
-82.59049988,28.00639343,Citrus,34448,34448,1 to 10 mile
-82.51399994,27.3374939,Sarasota,34235,34235,1 to 10 mile
-81.3707962,27.82989502,Orange,32817,32817,50 to 70 miles
-80.2059021,26.24420166,Lee,33914,33914,1 to 10 mile
-82.54599762,28.00430298,HILLSBOROUGH,33625,33625,30 to 50 miles
-81.26080322,28.56629944,Duval,32816,32081,1 to 10 mile
-82.78839874,27.9098053,Pinellas,33756,33756,1 to 10 mile
-80.64299774,26.69509888,palm beach,33430,33430,10 to 30 miles
-81.63189697,28.47680664,Orange County,34787,34787,30 to 50 miles
-82.52230072,29.55259705,Alachua,32669,32669,50 to 70 miles
-82.30239868,27.90029907,Hillsborough,33510,33510,30 to 50 miles
-80.39649963,25.91220093,Miami,33016,33016,10 to 30 miles
-82.03990173,28.14790344,Hillsborough,33510,33510,1 to 10 mile
-81.62210083,28.63439941,Broward,33027,33027,10 to 30 miles
-81.6187973,30.24060059,Duval,32244,32073,10 to 30 miles
-82.45839691,27.94749451,Brevard,32931,32931,Within 1 mile
-81.62210083,28.63439941,Orange,32812,32812,50 to 70 miles
-80.65280151,28.14900208,Brevard,32935,32935,10 to 30 miles
-81.76409912,26.23849487,Collier,34112,54935,1 to 10 mile
-82.69329834,28.24440002,Pasco,34652,34652,1 to 10 mile
-81.73100281,27.97979736,Polk,33881,33881,More than 70 miles
-82.52390289,28.0821991,Hillsborough,33625,33625,10 to 30 miles
-82.51399994,27.3374939,Manatee,34205,34205,1 to 10 mile
-82.79550171,27.84280396,Pinellas,33772,33777,1 to 10 mile
-86.97850037,30.40739441,Santa Rosa,32563,32563,Within 1 mile
-80.40440369,25.73629761,Miami DAde,33144,33144,10 to 30 miles
-82.39019775,28.03739929,Hillsborough,33617,33617,10 to 30 miles
-81.35890198,28.60240173,Volusia,32168,32168,1 to 10 mile
-82.45149994,28.09069824,Hillsborough,33613,33613,10 to 30 miles
-81.24739838,28.75239563,Seminole,32701,32701,50 to 70 miles
