age,male,r_white,r_black,r_hispanic,r_asian,r_native,househd_size,have_child,have_elder,income_above_4k,college_edu,owner,pets,ht_single_fam,ht_mobile,ht_condo,hm_wood,hm_brick_cement,coast_dist,elevation,issued_mandatory,issued_voluntary,heard_order,od_voluntary,od_mandatory,know_evac_zone,ez_in_zone,ez_not_in_zone,src_local_radio,src_local_tv,src_cable_cnn,src_cable_weather_channel,src_cable_other,src_internet,importance_nhc,importance_local_media,trust_local_media,seek_local_weather_office,see_track_map,concern_wind,concern_fld_surge,concern_fld_rainfall,concern_tornado,sf_cat4_water,sf_cat4_wind_water,sf_cat3_water,sf_cat3_wind_water,sf_cat2_water,sf_cat2_wind_water,state,county,zip,evac
50.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,14.6773700831,0.0,1,0,1.0,0,1,1,1,0,3,3,0,1,1,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,plaquemines parish,70037,1
64.0,1,0,1,0,0,0,3.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,13.1293674202,4.2,0,1,1.0,0,1,1,1,0,2,3,0,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,LA,jefferson parish,70072,1
32.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,1.80869149098,0.0,0,1,0.0,0,0,1,1,0,0,2,0,1,0,1,0.0,2.0,1.0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,LA,jefferson parish,70005,0
40.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,10.6333456201,40.8,0,0,0.0,0,0,0,0,0,1,2,1,2,2,3,2.0,2.0,1.0,0.0,1.0,2.0,0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,LA,st. tammany parish,70420,0
39.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,0,18.416482176,113.1,0,0,0.0,0,0,1,0,1,0,0,3,3,0,1,1.0,0.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,LA,st. tammany parish,70431,0
75.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,3.90288486353,4.9,1,0,0.0,0,0,0,0,0,0,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,MS,jackson county,39564,0
38.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,0,1,0,0,0,1,3.16945733451,17.4,1,0,0.0,0,0,1,1,0,0,3,1,1,0,1,2.0,2.0,1.0,0.0,1.0,2.0,2,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,MS,hancock county,39576,1
40.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,1,0,4.39563139626,0.0,0,0,1.0,0,1,1,1,0,1,3,0,2,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,LA,st. bernard parish,70085,1
45.0,0,1,0,0,0,0,4.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,4.19268340617,3.1,1,0,1.0,0,1,1,1,0,3,3,2,3,2,2,2.0,2.0,1.0,1.0,1.0,2.0,2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,LA,plaquemines parish,70041,1
49.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,4.19268340617,3.1,1,0,0.0,0,0,1,1,0,0,3,0,2,0,0,2.0,2.0,1.0,0.0,0.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,LA,plaquemines parish,70041,1
41.0,0,1,0,0,0,0,6.0,1.0,0.0,1.0,0,1,0,1,0,0,0,1,5.60284334183,5.9,1,0,1.0,0,1,1,1,0,1,3,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,LA,st. charles parish,70079,1
60.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,1,0,10.6333456201,40.8,0,0,1.0,1,0,1,1,0,3,3,0,2,2,1,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,LA,st. tammany parish,70420,0
57.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,6.02854652214,0.9,0,0,1.0,1,0,1,1,0,3,3,1,1,1,1,2.0,2.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,LA,st. bernard parish,70032,1
47.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,0.912623878528,0.2,0,0,0.0,0,0,1,1,0,3,3,0,3,1,3,2.0,1.0,1.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,LA,st. john the baptist parish,70068,0
48.0,1,0,0,0,1,0,5.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,3.74721457445,13.1,1,0,0.0,0,0,1,1,0,0,0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,MS,hancock county,39520,0
63.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,12.2049077107,188.3,0,0,0.0,0,0,1,0,1,0,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,AL,mobile county,36695,0
66.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,2.23265529546,23.4,1,0,0.0,0,0,1,1,0,0,2,0,2,3,1,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,MS,harrison county,39501,0
60.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0.912623878528,0.2,0,0,0.0,0,0,0,0,0,2,2,2,2,2,0,2.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,st. john the baptist parish,70068,0
74.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,5.60284334183,5.9,1,0,1.0,0,0,1,1,0,0,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,LA,st. charles parish,70079,1
56.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,1,0,1.23806778218,0.0,1,0,0.0,0,0,1,1,0,1,3,0,1,1,0,2.0,1.0,1.0,0.0,1.0,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,LA,plaquemines parish,70083,0
46.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,1.55418524956,0.0,0,1,0.0,0,0,1,1,0,0,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,LA,jefferson parish,70006,0
45.0,0,1,0,0,0,0,4.0,0.0,1.0,1.0,0,1,1,1,0,0,0,1,6.02854652214,0.9,0,0,1.0,0,1,1,1,0,3,3,1,1,2,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,LA,st. bernard parish,70032,1
61.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,6.36782842395,2.3,1,0,0.0,0,0,1,1,0,0,3,0,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,LA,st. charles parish,70087,1
36.0,1,1,0,0,0,0,6.0,1.0,0.0,1.0,1,1,1,0,0,1,0,0,7.34192503794,5.4,0,1,0.0,0,0,1,0,1,3,3,0,2,2,1,2.0,2.0,1.0,0.0,1.0,1.0,2,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,LA,orleans parish,70115,1
62.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,1.33727045426,14.1,1,0,0.0,0,0,1,0,1,0,3,0,3,0,2,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MS,jackson county,39567,0
44.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,0,1,0,0,0,1.23806778218,0.0,1,0,1.0,0,1,1,1,0,3,3,0,3,1,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,LA,plaquemines parish,70083,1
44.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,2.23265529546,23.4,1,0,1.0,1,0,1,0,1,3,3,1,3,1,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,MS,harrison county,39501,1
40.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,0,1,0,0,0,1,15.2260017144,1.3,1,0,1.0,0,1,1,1,0,2,2,3,3,2,2,2.0,1.0,1.0,0.0,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,LA,st. charles parish,70070,1
81.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,8.90677460423,-5.4,0,1,1.0,1,0,1,1,0,3,3,3,3,2,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,orleans parish,70131,1
40.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,1,0,0.912623878528,0.2,0,0,1.0,1,0,1,1,0,0,3,0,3,2,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,LA,st. john the baptist parish,70068,0
80.0,0,1,0,0,0,0,2.0,0.0,1.0,0.0,1,1,0,1,0,0,0,1,3.00920743897,21.0,0,0,1.0,0,1,1,1,0,3,3,2,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,st. tammany parish,70471,1
73.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,0.659557308364,8.8,0,0,1.0,1,0,1,1,0,0,2,3,2,0,0,2.0,2.0,1.0,0.0,1.0,1.0,2,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,AL,mobile county,36603,0
27.0,1,0,0,1,0,0,5.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,7.36217817152,4.9,0,0,1.0,1,0,0,0,0,1,3,3,2,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,LA,st. bernard parish,70043,1
59.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,1.23806778218,0.0,1,0,1.0,1,0,1,1,0,1,3,0,2,3,0,2.0,2.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,LA,plaquemines parish,70083,0
48.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,12.844711351,90.4,0,0,0.0,0,0,1,1,0,3,3,0,3,3,3,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,MS,jackson county,39565,0
48.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,0.912623878528,0.2,0,0,0.0,0,0,0,0,0,2,3,0,2,3,1,2.0,2.0,1.0,0.0,1.0,2.0,1,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,LA,st. john the baptist parish,70068,0
21.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,0,1,0,0,0,13.3045470867,1.3,1,0,0.0,0,0,1,1,0,2,0,0,3,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LA,plaquemines parish,70040,1
39.0,0,1,0,0,0,0,5.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,15.2260017144,1.3,1,0,1.0,0,1,1,1,0,3,3,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LA,st. charles parish,70070,1
24.0,0,1,0,0,0,0,5.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,18.0436763177,0.0,1,0,1.0,0,1,1,1,0,0,1,0,2,1,0,2.0,2.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,LA,st. charles parish,70030,1
49.0,0,0,1,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,1.59409442352,0.0,0,1,1.0,1,0,1,1,0,0,3,0,3,0,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,LA,jefferson parish,70065,1
45.0,0,1,0,0,0,0,3.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.83978271224,9.9,1,0,0.0,0,0,0,0,0,0,3,1,0,0,3,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,MS,harrison county,39507,0
68.0,0,0,1,0,0,0,1.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,5.08061049195,20.3,0,0,1.0,1,0,0,0,0,0,3,0,0,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,LA,st. tammany parish,70433,0
72.0,0,1,0,0,0,0,5.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,4.13195767574,46.7,1,0,1.0,1,0,1,0,1,1,2,1,2,0,2,2.0,2.0,1.0,0.0,1.0,2.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,MS,harrison county,39532,0
51.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,3.3529568719,85.6,1,0,0.0,0,0,1,0,1,1,3,0,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,MS,harrison county,39571,1
56.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,7.34192503794,5.4,0,1,0.0,0,0,1,0,1,1,3,2,1,1,0,2.0,2.0,1.0,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,orleans parish,70115,0
57.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0.912623878528,0.2,0,0,0.0,0,0,1,1,0,3,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,2.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,LA,st. john the baptist parish,70068,1
46.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,0,3.00920743897,21.0,0,0,0.0,0,0,1,1,0,3,3,2,3,3,3,2.0,2.0,1.0,0.0,1.0,2.0,0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,LA,st. tammany parish,70471,1
54.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,4.19268340617,3.1,1,0,1.0,0,1,1,1,0,2,3,3,3,3,0,2.0,2.0,1.0,0.0,1.0,1.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,LA,plaquemines parish,70041,1
54.0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,2.09022190259,3.6,0,0,0.0,0,0,0,0,0,3,3,3,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,LA,st. tammany parish,70458,0
65.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,7.36217817152,4.9,0,0,1.0,0,1,1,1,0,2,3,0,3,3,0,2.0,1.0,1.0,0.0,1.0,0.0,2,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,LA,st. bernard parish,70043,0
60.0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,2.58248253368,31.5,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,1.0,2.0,1.0,0.0,1.0,1.0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,mobile county,36610,1
40.0,0,1,0,0,0,0,3.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,7.84862525478,4.9,0,1,1.0,1,0,1,1,0,1,3,0,1,0,1,2.0,2.0,1.0,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,LA,jefferson parish,70094,0
32.0,0,1,0,0,0,0,8.0,1.0,0.0,0.0,0,0,1,1,0,0,0,1,15.2260017144,1.3,1,0,0.0,0,0,0,0,0,3,3,2,2,1,3,2.0,2.0,1.0,0.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,st. charles parish,70070,1
32.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,14.6773700831,0.0,1,0,1.0,0,1,1,1,0,2,3,0,1,0,1,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,LA,plaquemines parish,70037,1
64.0,1,1,0,0,0,0,5.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,9.30617167755,3.8,0,0,0.0,0,0,0,0,0,3,3,3,3,2,0,2.0,2.0,1.0,1.0,1.0,1.0,2,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,LA,st. john the baptist parish,70084,0
60.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,8.72362351965,72.9,0,0,0.0,0,0,1,0,1,2,2,2,2,2,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,MS,harrison county,39503,0
48.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,15.2260017144,1.3,1,0,1.0,0,1,1,1,0,0,3,0,0,1,3,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,st. charles parish,70070,1
55.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,14.6773700831,0.0,1,0,1.0,0,1,1,1,0,0,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,0.0,0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,LA,plaquemines parish,70037,1
81.0,0,1,0,0,0,0,2.0,0.0,1.0,0.0,0,1,0,1,0,0,1,0,6.90006830956,2.0,1,0,0.0,0,0,0,0,0,0,3,0,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,LA,st. charles parish,70047,1
40.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,6.36782842395,2.3,1,0,1.0,0,1,1,1,0,1,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,0.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LA,st. charles parish,70087,1
40.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,7.34192503794,5.4,0,1,0.0,0,0,1,1,0,1,3,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,LA,orleans parish,70115,0
66.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,7.36217817152,4.9,0,0,1.0,1,0,1,1,0,3,2,0,2,0,0,0.0,2.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,LA,st. bernard parish,70043,1
72.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,1,0,1.74768869467,1.5,0,0,0.0,0,0,1,1,0,2,3,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,1,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,LA,st. tammany parish,70461,0
47.0,1,0,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,2.23265529546,23.4,1,0,0.0,0,0,1,1,0,1,0,0,0,0,3,2.0,0.0,0.0,1.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,MS,harrison county,39501,0
58.0,1,0,0,0,0,0,3.0,0.0,0.0,1.0,1,0,1,0,0,1,0,0,1.83978271224,9.9,1,0,0.0,0,0,1,0,1,3,3,3,3,0,3,1.0,1.0,1.0,0.0,1.0,2.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,MS,harrison county,39507,1
57.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,7.36217817152,4.9,0,0,0.0,0,0,0,0,0,0,3,2,1,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,LA,st. bernard parish,70043,0
58.0,1,1,0,0,0,0,4.0,0.0,1.0,1.0,1,1,0,1,0,0,0,1,2.94808433601,0.0,0,1,1.0,1,0,1,1,0,1,2,1,3,3,1,2.0,2.0,1.0,0.0,1.0,1.0,2,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,LA,jefferson parish,70003,1
57.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,5.59795263816,3.2,0,1,1.0,1,0,1,1,0,3,3,2,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,jefferson parish,70123,1
32.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,6.36782842395,2.3,1,0,1.0,1,0,1,1,0,1,2,0,1,0,1,1.0,2.0,1.0,0.0,1.0,1.0,2,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,LA,st. charles parish,70087,1
72.0,1,1,0,0,0,0,2.0,0.0,1.0,0.0,1,1,0,1,0,0,0,1,1.51103382265,6.2,1,0,1.0,0,1,1,1,0,2,3,0,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,MS,jackson county,39581,1
42.0,1,0,0,1,0,0,4.0,1.0,0.0,1.0,1,1,0,1,0,0,0,1,5.03456790986,86.1,0,0,0.0,0,0,1,0,1,3,3,2,3,2,3,2.0,2.0,1.0,1.0,1.0,2.0,0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,AL,mobile county,36693,0
45.0,1,0,0,1,0,0,4.0,1.0,0.0,1.0,1,1,0,1,0,0,0,1,2.09022190259,3.6,0,0,1.0,0,0,1,1,0,2,2,0,0,0,3,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,LA,st. tammany parish,70458,0
65.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,18.0436763177,0.0,1,0,1.0,0,1,1,1,0,0,3,0,3,0,0,1.0,1.0,1.0,0.0,1.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,LA,st. charles parish,70030,1
45.0,1,1,0,0,0,0,6.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,14.6773700831,0.0,1,0,1.0,0,1,1,1,0,2,2,1,1,1,2,2.0,1.0,1.0,0.0,1.0,2.0,2,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,LA,plaquemines parish,70037,1
27.0,0,0,0,1,0,0,4.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,3.03412296034,14.6,0,0,1.0,0,1,0,0,0,0,3,1,3,0,2,2.0,2.0,1.0,1.0,1.0,1.0,1,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,LA,st. tammany parish,70460,1
27.0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,4.98490422396,1.1,0,1,1.0,0,1,0,0,0,0,3,2,2,0,0,2.0,2.0,0.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,LA,orleans parish,70117,0
64.0,1,1,0,0,0,0,3.0,0.0,1.0,0.0,0,1,0,1,0,0,0,1,13.4423293954,1.2,0,0,1.0,1,0,0,0,0,2,3,2,2,2,0,2.0,1.0,1.0,0.0,1.0,2.0,1,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,LA,st. john the baptist parish,70051,0
25.0,0,1,0,0,0,0,2.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,1.81600143607,23.5,1,0,0.0,0,0,1,1,0,3,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,1,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,MS,harrison county,39540,1
51.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,14.1659611662,99.2,0,0,0.0,0,0,1,0,1,1,2,2,3,1,1,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MS,harrison county,39574,1
50.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,1,0,4.19268340617,3.1,1,0,1.0,0,1,1,1,0,1,3,1,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,LA,plaquemines parish,70041,1
31.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,8.79134649774,1.0,0,1,1.0,1,0,1,1,0,0,2,0,2,3,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,LA,jefferson parish,70053,1
47.0,1,1,0,0,0,0,6.0,1.0,0.0,1.0,1,0,1,1,0,0,0,1,1.79373645765,41.7,0,0,0.0,0,0,1,1,0,3,3,2,3,0,1,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,MS,hancock county,39525,1
52.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,7.36217817152,4.9,0,0,1.0,1,0,1,1,0,0,3,0,3,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,LA,st. bernard parish,70043,0
26.0,0,0,0,1,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,5.60284334183,5.9,1,0,1.0,0,1,0,0,0,1,3,3,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,st. charles parish,70079,1
